date,location,type,redd_count,salmon_count,depth_m,pot_depth_m,velocity,percent_fine_substrate,percent_small_substrate,percent_medium_substrate,percent_large_substrate,percent_boulder,redd_width_m,redd_length_m,latitude,longitude
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.21,0.35,NA,5,20,60,15,0,1.6,4,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.28,0.43,NA,0,25,45,30,0,1,3.7,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.67,0.83,NA,5,45,25,25,0,1.7,4,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,1,0.44,0.59,NA,5,25,50,15,5,2.6,5.5,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,2,0.35,0.37,NA,10,20,35,35,0,2.1,3.7,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,1,0.21,0.39,NA,0,15,80,5,0,0.9,3.8,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,12,0.17,0.31,NA,5,15,60,20,0,1.4,4.2,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.21,0.33,NA,0,15,50,35,0,1.9,4.2,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.28,0.47,NA,0,15,75,10,0,2.3,5,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.2,0.37,NA,0,40,45,15,0,1,3,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.38,0.47,NA,20,30,25,25,0,1.3,2.4,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,1,0.36,0.5,NA,0,35,20,35,10,1.2,3.2,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.54,0.68,NA,10,20,45,25,0,1.3,3,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,0.74,0.77,NA,0,25,45,30,0,1.5,4.1,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Upper Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,0.55,0.63,NA,10,60,25,5,0,1,3,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,1,0.43,0.53,NA,10,20,35,35,0,2.3,4.5,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Robinson,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-01,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,1,0.3,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,1,0.46,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,0,0.46,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,0,0.37,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,0,0.46,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,0,0.27,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,3,0.61,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,0,0.3,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance East,Point,1,2,0.24,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance West,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance West,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-02,Vance West,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
