date,location,type,redd_count,salmon_count,depth_m,pot_depth_m,velocity,percent_fine_substrate,percent_small_substrate,percent_medium_substrate,percent_large_substrate,percent_boulder,redd_width_m,redd_length_m,latitude,longitude
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375047.064,624279.574
2014-10-10,Hatchery Riffle,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375041.105,624272.941
2014-10-10,Hatchery Riffle,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375046.581,624271.205
2014-10-10,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375052.266,624272.004
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375006.97,624113.653
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375004.005,624114.372
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375004.924,624118.543
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375015.762,624117.252
2014-10-10,Hatchery Riffle,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375019.736,624114.058
2014-10-10,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375027.428,624109.587
2014-10-10,Hatchery Riffle,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375026.715,624113.795
2014-10-10,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375031.636,624110.575
2014-10-10,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375029.1,624120.442
2014-10-10,Hatchery Riffle,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375028.443,624128.124
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375025.009,624130.448
2014-10-10,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375031.706,624163.357
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375031.045,624179.01
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375037.632,624194.757
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375033.528,624199.693
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375038.261,624215.401
2014-10-10,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375031.257,624231.394
2014-10-10,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375017.745,624165.98
2014-10-10,Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375092.425,624102.467
2014-10-10,Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375089.681,624148.679
2014-10-10,Cottonwood,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375106.012,624171.659
2014-10-10,Cottonwood,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375121.962,624203.842
2014-10-10,Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375099.612,624147.901
2014-10-10,Cottonwood,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375107.975,624151.068
2014-10-10,Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375114.977,624186.215
2014-10-14,Top Of Auditorium,Point,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375055.779,624048.079
2014-10-14,Top Of Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375051.128,624047.375
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375046.69,624044.41
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375048.275,624042.212
2014-10-14,Top Of Auditorium,Point,1,0,0.38,0.39,1.7060368000000001,0,40,50,5,5,1.3,2.5,4375049.785,624041.129
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375052.176,624040.746
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375046.378,624047.323
2014-10-14,Top Of Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375046.156,624051.72
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375044.565,624054.987
2014-10-14,Top Of Auditorium,Point,1,0,0.57,0.59,2.2309712,5,30,60,5,0,1.5,3,4375049.099,624056.238
2014-10-14,Top Of Auditorium,Point,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375052.654,624053.619
2014-10-14,Top Of Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375054.073,624051.391
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375055.362,624050.669
2014-10-14,Top Of Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375055.315,624047.721
2014-10-14,Top Of Auditorium,Point,1,1,0.33,0.4,1.1811023999999999,10,20,50,20,0,1.2,2.5,4375060.686,624049.371
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375058.088,624050.925
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375057.563,624053.103
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375056.581,624056.257
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375057.191,624057.91
2014-10-14,Top Of Auditorium,Point,1,0,0.6,0.58,1.6732284,0,10,20,50,20,1,2,4375054.053,624059.537
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375050.184,624062.6
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375053.106,624065.92
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375054.438,624062.934
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375058.747,624058.058
2014-10-14,Top Of Auditorium,Point,1,1,0.45,0.49,1.8372704000000002,5,30,40,20,5,1.1,2.8,4375061.603,624057.019
2014-10-14,Top Of Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375064.363,624055.244
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375065.356,624054.56
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375066.229,624052.74
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375069.879,624051.866
2014-10-14,Top Of Auditorium,Point,1,0,0.5,0.5,1.1811023999999999,5,30,30,30,5,1,2.5,4375070.708,624055.231
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375072.614,624052.541
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375069.268,624058.516
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375066.607,624058.798
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375066.771,624062.096
2014-10-14,Top Of Auditorium,Point,1,1,0.48,0.55,1.0498688,5,40,50,5,0,1.2,2.2,4375064.123,624062.261
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375063.225,624063.252
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375059.907,624062.614
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375052.509,624064.746
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375055.208,624068.344
2014-10-14,Top Of Auditorium,Point,1,0,0.5,0.68,2.5262468,0,40,50,10,0,1.3,3.5,4375058.2,624071.657
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375064.173,624068.778
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375066.219,624067.285
2014-10-14,Top Of Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375069.079,624063.989
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375072.658,624060.345
2014-10-14,Top Of Auditorium,Point,1,0,0.5,0.6,1.0170604,5,30,50,15,0,1.1,2.8,4375073.46,624058.531
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375075.172,624059.037
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375078.485,624060.026
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375077.046,624061.346
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375074.529,624063.172
2014-10-14,Top Of Auditorium,Point,1,1,0.5,0.49,1.4435696,5,40,40,15,0,1,3,4375073.685,624064.504
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375073.293,624066.506
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375072.069,624068.278
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375069.303,624072.693
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375066.788,624074.651
2014-10-14,Top Of Auditorium,Point,1,1,0.3,0.42,3.0511812000000003,20,50,30,0,0,0.9,3.5,4375059.46,624082.206
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375060.925,624085.308
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375063.087,624083.517
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375066.556,624085.071
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375069.065,624082.971
2014-10-14,Top Of Auditorium,Point,1,1,0.4,0.5,2.5918636,20,60,20,0,0,1.5,3.5,4375071.452,624080.196
2014-10-14,Top Of Auditorium,Point,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375072.477,624078.952
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375072.22,624076.887
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375072.746,624075.439
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375074.423,624074.577
2014-10-14,Top Of Auditorium,Point,1,1,0.5,0.54,1.1811023999999999,5,40,50,5,0,1,3,4375074.313,624072.045
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375075.546,624069.189
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375079.805,624066.964
2014-10-14,Top Of Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375081.31,624062.244
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375080.476,624066.286
2014-10-14,Top Of Auditorium,Point,1,0,0.54,0.6,1.4435696,5,40,50,5,0,0.8,3.5,4375080.268,624068.399
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375079.137,624070.876
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375076.57,624072.678
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375075.259,624072.643
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375074.368,624074.125
2014-10-14,Top Of Auditorium,Point,1,0,0.59,0.68,0.8530184000000001,0,40,50,10,0,1.2,3.2,4375077.255,624076.543
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375080.151,624075.708
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375083.022,624072.36
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375084.112,624070.807
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375084.362,624078.114
2014-10-14,Top Of Auditorium,Point,1,1,0.34,0.55,1.5748031999999998,20,20,40,10,10,1,2.8,4375088.553,624078.365
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375083.148,624080.23
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375078.705,624083.609
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375079.345,624085.979
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375076.375,624683.884
2014-10-14,Top Of Auditorium,Point,1,1,0.37,0.47,1.0826772,20,40,40,0,0,0.8,2.5,4375074.024,624080.114
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375071.677,624082.974
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375090.063,624085.992
2014-10-14,Top Of Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375091.35,624093.094
2014-10-14,Top Of Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375090.809,624084.581
2014-10-14,Top Of Auditorium,Point,1,0,0.41,0.49,1.0170604,0,50,40,10,0,2,3,4375088.529,624081.907
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375035.423,624248.979
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375024.78,624236.937
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375031.591,624230.254
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375033.06,624222.948
2014-10-14,Hatchery Riffle,Point,1,1,0.88,0.9,3.2480316,5,20,50,25,0,NA,NA,4375016.297,624217.377
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375023.563,624216.673
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375014.097,624216.75
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375016.236,624212.181
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375030.848,624205.937
2014-10-14,Hatchery Riffle,Point,1,1,0.54,0.82,3.1824148,0,10,30,60,0,NA,NA,4375012.719,624203.414
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375028.433,624196.429
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375028.577,624193.739
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375024.771,624191.42
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375020.643,624190.823
2014-10-14,Hatchery Riffle,Point,1,1,0.73,0.8,2.132546,5,20,70,5,0,NA,NA,4375018.85,624191.147
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375011.492,624190.689
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375009.137,624192.101
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375020.031,624188.201
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375014.23,624184.949
2014-10-14,Hatchery Riffle,Point,1,1,0.75,0.86,2.132546,5,25,70,5,0,NA,NA,4375011.468,624185.556
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375015.123,624179.559
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375011.52,624178.337
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375019.755,624179.583
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375016.85,624172.974
2014-10-14,Hatchery Riffle,Point,1,1,0.9,0.94,1.8372704000000002,5,30,30,25,10,NA,NA,4375016.628,624171.033
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375013.33,624169.703
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375010.693,624169.593
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375011.28,624167.216
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375013.562,624165.514
2014-10-14,Hatchery Riffle,Point,1,0,0.58,0.8,1.7716536,0,45,50,5,0,NA,NA,4375010.879,624161.782
2014-10-14,Hatchery Riffle,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375013,624160.354
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375011.123,624158.719
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375012.838,624158.816
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375032.589,624162.237
2014-10-14,Hatchery Riffle,Point,1,1,0.8,0.81,1.5091864000000002,5,20,50,25,0,NA,NA,4375020.111,624164.127
2014-10-14,Hatchery Riffle,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375021.008,624164.416
2014-10-14,Hatchery Riffle,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375024.491,624160.068
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375019.201,624150.294
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375028.751,624140.054
2014-10-14,Hatchery Riffle,Point,1,2,0.72,0.77,1.3123360000000002,5,25,60,10,0,2.5,3.5,4375027.106,624145.579
2014-10-14,Hatchery Riffle,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4374996.423,624113.462
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4374997.712,624116.055
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375000.761,624117.686
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375003.141,624115.122
2014-10-14,Upper Auditorium,Point,1,0,0.76,0.7,1.5091864000000002,5,30,50,15,0,1.2,3.5,4375002.756,624113.322
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375006.007,624113.578
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375009.079,624115.286
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375011.157,624114.601
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375013.827,624115.403
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375017.016,624117.609
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375015.163,624113.293
2014-10-14,Upper Auditorium,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375019.302,624116.774
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375027.284,624112.896
2014-10-14,Upper Auditorium,Point,1,1,0.66,0.66,1.64042,0,60,40,0,0,1,3.2,4375029.572,624110.727
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375035.061,624111.686
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375034.38,624107.019
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375034.85,624101.177
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375028.742,624103.51
2014-10-14,Upper Auditorium,Point,1,0,0.52,0.55,2.0669292,0,40,60,0,0,0.8,3,4375029.894,624104.942
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375028.536,624108.241
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375025.571,624108.004
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375021.791,624107.986
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375019.348,624107.426
2014-10-14,Upper Auditorium,Point,1,0,0.52,0.67,2.46063,0,40,60,0,0,1.2,3.1,4375016.678,624104.003
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375015.176,624102.919
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375016.94,624100.493
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375013.433,624100.573
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375012.174,624101.643
2014-10-14,Upper Auditorium,Point,1,0,0.9,0.85,1.476378,0,30,60,10,0,1.4,3.1,4375010.26,624107.069
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375007.381,624106.579
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375006.209,624107.984
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375005.144,624110.477
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375007.48,624111.261
2014-10-14,Upper Auditorium,Point,1,2,0.46,0.62,2.132546,5,40,50,5,0,0.9,2.5,4375003.461,624108.283
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375003.657,624106.568
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375001.548,624107.19
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4374999.349,624109.628
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375004.286,624104.455
2014-10-14,Upper Auditorium,Point,1,0,0.4,0.5,3.2152232,0,60,40,0,0,1,3.5,4375006.862,624098.388
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375009.254,624098.259
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375012.711,624099.803
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375017.758,624100.447
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375021.466,624097.167
2014-10-14,Upper Auditorium,Point,1,1,0.6,0.69,1.8044620000000002,10,20,40,15,15,0.75,2.5,4375031.722,624092.516
2014-10-14,Upper Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375028.471,624088.781
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375023.262,624088.64
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375024.671,624083.423
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375022.758,624083.549
2014-10-14,Upper Auditorium,Point,1,0,0.9,0.85,1.1154856,0,20,60,10,10,NA,NA,4375019.211,624080.295
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375012.241,624078.68
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375009.993,624078.758
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375004.163,624074.483
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4375000.911,624072.059
2014-10-14,Upper Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4374998.079,624072.153
