SurveyID,Date,Location,Unit,Species,Number,MinFL,MaxFL,Depth,FishDepth,HUCsubstrate,HUCcover,HUCunit,Velocity,BankDistance,AvgFL,Ocov
15,1999-06-22,HATCHERY RIFFLE,24,RBT,1,350,350,1.3,1,3,A,R,1.8,NA,350,0
15,1999-06-22,HATCHERY RIFFLE,24,RBTC,1,350,350,1.3,1,3,A,R,1.8,NA,350,0
15,1999-06-22,HATCHERY RIFFLE,24,SASQ,1,500,500,1.3,1,3,A,R,1.8,NA,500,0
15,1999-06-22,HATCHERY RIFFLE,24,RBT,1,400,400,1.3,1,3,A,G,1.8,NA,400,0
15,1999-06-22,HATCHERY RIFFLE,23,CHNF,1,70,70,0.30000001,0.2,2,A,P,0,NA,70,0
15,1999-06-22,HATCHERY RIFFLE,23,CHNF,200,50,60,0.40000001,0.2,2,A,P,0,NA,55,0
15,1999-06-22,HATCHERY RIFFLE,23,CHNF,1,80,80,0.30000001,0.2,2,B,P,0,NA,80,0
15,1999-06-22,HATCHERY RIFFLE,23,CHNF,3,60,60,0.5,0.30000001,2,B,P,0,NA,60,0
15,1999-06-22,HATCHERY RIFFLE,23,CHNF,1,80,80,0.5,0.30000001,2,B,P,0,NA,80,0
15,1999-06-22,HATCHERY RIFFLE,19,SALM,1,110,110,0.28,0.25999999,3,b,R,1.2,NA,110,1
15,1999-06-22,HATCHERY RIFFLE,19,CHNF,50,70,100,0.55000001,0.40000001,2,A,R,0.9,NA,85,0
15,1999-06-22,HATCHERY RIFFLE,19,CHNF,30,50,60,0.25,0.15000001,3,b,R,0.2,NA,55,1
15,1999-06-22,HATCHERY RIFFLE,19,RBTS,1,70,70,0.43000001,0.30000001,4,b,R,1.3,NA,70,1
15,1999-06-22,HATCHERY RIFFLE,19,RBTS,1,65,65,0.43000001,0.30000001,4,b,R,1.3,NA,65,1
15,1999-06-22,HATCHERY RIFFLE,19,RBTS,4,50,55,0.43000001,0.30000001,4,b,R,1.3,NA,52,1
15,1999-06-22,HATCHERY RIFFLE,19,CHN,1,160,160,0.43000001,0.30000001,4,b,R,1.3,NA,160,1
15,1999-06-22,HATCHERY RIFFLE,19,CHNF,75,60,80,0.43000001,0.30000001,4,b,R,1.3,NA,70,1
15,1999-06-22,HATCHERY RIFFLE,19,RBTS,3,50,65,0.30000001,0.25,3,a,R,0.84,NA,58,1
15,1999-06-22,HATCHERY RIFFLE,19,CHNF,50,50,75,0.30000001,0.25,3,a,R,0.84,NA,62,1
15,1999-06-22,HATCHERY RIFFLE,19,CHN,1,125,125,0.30000001,0.25,3,a,R,0.84,NA,125,1
15,1999-06-22,HATCHERY RIFFLE,19,CHNF,150,50,70,0.37,0.30000001,3,a,R,0.6,NA,60,1
15,1999-06-22,HATCHERY RIFFLE,19,RBTS,5,60,75,0.34999999,0.30000001,2,a,R,2.9,NA,68,1
15,1999-06-22,HATCHERY RIFFLE,19,CHNF,50,60,80,0.34999999,0.30000001,2,a,R,2.9,NA,70,1
17,1999-06-04,MCFARLAND TO SWAMPY BEND,460,SASU,50000,15,25,0.2,0.2,1,A,P,0,NA,20,0
63,1999-05-05,66.6-66.75,,RBTS,4,35,40,0.30000001,0.2,2,b,R,0.5,NA,38,1
63,1999-05-05,66.6-66.75,,CHNF,11,35,50,0.30000001,0.2,2,b,R,0.5,NA,42,1
63,1999-05-05,66.6-66.75,,CHNF,75,40,70,0.5,0.25,2,a,R,1.25,NA,55,1
63,1999-05-05,66.6-66.75,,RBTS,20,35,50,0.5,0.25,2,a,R,1.25,NA,42,1
67,1999-05-17,Auditorium TO bedrock,48,RBTS,1,25,35,0.69999999,0.1,4,A,P,0,NA,30,0
67,1999-05-17,Auditorium TO bedrock,48,CHNF,5,35,50,0.69999999,0.15000001,4,A,P,0,NA,42,0
67,1999-05-17,Auditorium TO bedrock,44,CHNF,50,40,50,0.40000001,0.30000001,3,b,P,0,NA,45,1
67,1999-05-17,Auditorium TO bedrock,44,MIN,130,40,45,0.40000001,0.30000001,3,a,P,0,NA,42,1
67,1999-05-17,Auditorium TO bedrock,44,SASU,150,400,600,0.40000001,0.40000001,4,A,P,0,NA,500,0
67,1999-05-17,Auditorium TO bedrock,48,CHNF,1400,35,45,0.34999999,0.1,4,b,P,0,NA,40,1
67,1999-05-17,Auditorium TO bedrock,54,CHNF,3000,35,45,0.30000001,0.2,3,e,GM,0.5,NA,40,0
67,1999-05-17,Auditorium TO bedrock,59,CHNF,1500,50,65,1.2,1,4,c,P,0.5,NA,58,1
67,1999-05-17,Auditorium TO bedrock,59,CHNF,200,35,45,1,0.2,4,b,P,0.5,NA,40,1
69,1999-05-17,Hatchery  to Auditorium,25,CHNF,35,35,45,0.5,0.30000001,4,a,P,0.5,NA,40,1
69,1999-05-17,Hatchery  to Auditorium,25,CHNF,200,35,45,0.30000001,0.25,4,a,P,0.5,NA,40,1
69,1999-05-17,Hatchery  to Auditorium,25,CHNF,75,45,65,0.89999998,0.60000002,4,A,P,0.5,NA,55,0
69,1999-05-17,Hatchery  to Auditorium,25,CHNF,2000,35,45,0.60000002,0.30000001,4,B,P,0.5,NA,40,0
69,1999-05-17,Hatchery  to Auditorium,23,CHNF,350,50,70,0.40000001,0.30000001,2,a,P,0.5,NA,60,1
69,1999-05-17,Hatchery  to Auditorium,23,CHNF,20,60,70,0.40000001,0.30000001,2,b,P,0.5,NA,65,1
69,1999-05-17,Hatchery  to Auditorium,23,CHNF,80,40,50,0.40000001,0.30000001,2,b,P,0.5,NA,45,1
69,1999-05-17,Hatchery  to Auditorium,32,CHNF,700,40,90,0.80000001,0.60000002,4,b,P,0.5,NA,65,1
69,1999-05-17,Hatchery  to Auditorium,32,CHNF,1000,35,85,0.69999999,0.34999999,4,B,W,0.5,NA,60,0
69,1999-05-17,Hatchery  to Auditorium,32,RBTS,2,45,55,0.80000001,0.60000002,4,b,P,0.5,NA,50,1
69,1999-05-17,Hatchery  to Auditorium,32A,RBTS,1,40,40,0.60000002,0.34999999,4,b,P,0.5,NA,40,1
69,1999-05-17,Hatchery  to Auditorium,32A,CHNF,200,35,90,0.60000002,0.34999999,4,b,W,0.5,NA,62,1
69,1999-05-17,Hatchery  to Auditorium,32A,RBTS,20,30,40,0.60000002,0.34999999,4,b,W,0.5,NA,35,1
77,1999-06-22,Auditrium Riffle,29,RBTS,45,50,65,0.19,0.1,1,b,R,0.05,NA,58,1
77,1999-06-22,Auditrium Riffle,29,RBTS,5,45,55,0.34999999,0.2,1,b,G,0.29,NA,50,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,70,70,0.44,0.40000001,1,b,G,0.3,NA,70,1
77,1999-06-22,Auditrium Riffle,29,RBTS,2,45,45,0.41999999,0.30000001,1,b,G,0.05,NA,45,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,50,50,0.43000001,0.30000001,1,A,G,0.3,NA,50,0
77,1999-06-22,Auditrium Riffle,29,RBTS,6,60,60,0.60000002,0.5,3,b,G,1.12,NA,60,1
77,1999-06-22,Auditrium Riffle,29,RBTS,12,40,50,0.62,0.40000001,1,b,G,0.05,NA,45,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,40,40,0.2,0.050000001,1,b,P,0,NA,40,1
77,1999-06-22,Auditrium Riffle,29,RBTS,2,35,45,0.2,0.1,1,b,P,0.05,NA,40,1
77,1999-06-22,Auditrium Riffle,29,RBTS,4,40,40,0.15000001,0.050000001,1,b,G,0.05,NA,40,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,45,45,0.25,0.2,2,b,G,1.1,NA,45,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,35,35,0.15000001,0.1,3,A,P,0.05,NA,35,0
77,1999-06-22,Auditrium Riffle,29,RBTS,10,45,60,0.25,0.2,2,B,G,1.6,NA,52,0
77,1999-06-22,Auditrium Riffle,29,RBTS,3,65,65,0.2,0.2,3,A,R,1.1,NA,65,0
77,1999-06-22,Auditrium Riffle,29,RBTS,4,45,45,0.15000001,0.15000001,3,A,R,0.05,NA,45,0
77,1999-06-22,Auditrium Riffle,29,RBTS,1,40,40,0.15000001,0.050000001,3,A,R,0.05,NA,40,0
77,1999-06-22,Auditrium Riffle,29,RBTS,6,40,40,0.20999999,0.15000001,2,A,R,1.1,NA,40,0
77,1999-06-22,Auditrium Riffle,29,RBTS,1,65,65,0.30000001,0.25,2,A,R,1.3,NA,65,0
77,1999-06-22,Auditrium Riffle,29A,RBTS,1,35,35,0.2,0.1,1,b,P,0,NA,35,1
77,1999-06-22,Auditrium Riffle,29A,RBTS,2,50,65,0.38,0.30000001,2,B,G,0.05,NA,58,0
77,1999-06-22,Auditrium Riffle,29A,RBTS,8,35,40,0.31,0.2,2,B,G,0.05,NA,38,0
77,1999-06-22,Auditrium Riffle,29,RBTS,2,35,40,0.43000001,0.30000001,1,A,G,0.3,NA,38,0
77,1999-06-22,Auditrium Riffle,29,RBTS,2,70,70,0.60000002,0.5,3,b,G,1.12,NA,70,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,90,90,0.60000002,0.5,3,b,G,1.12,NA,90,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,40,40,0.60000002,0.5,3,b,G,1.12,NA,40,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,60,60,0.60000002,0.5,1,b,P,1,NA,60,1
77,1999-06-22,Auditrium Riffle,29,RBTS,2,40,40,0.60000002,0.5,1,b,P,1,NA,40,1
77,1999-06-22,Auditrium Riffle,29,RBTS,2,60,70,0.34999999,0.2,1,b,G,0.29,NA,65,1
77,1999-06-22,Auditrium Riffle,29,RBTS,2,40,45,0.44,0.40000001,1,b,G,0.3,NA,42,1
77,1999-06-22,Auditrium Riffle,29,RBTS,4,30,30,0.41999999,0.30000001,1,b,G,0.05,NA,30,1
77,1999-06-22,Auditrium Riffle,29,CHNF,2,65,70,0.30000001,0.25,2,A,R,1.3,NA,68,0
77,1999-06-22,Auditrium Riffle,29,RBTS,2,45,50,0.31,0.2,2,B,G,0.05,NA,48,0
77,1999-06-22,Auditrium Riffle,29,RBTS,8,30,35,0.19,0.1,1,b,R,0.05,NA,32,1
77,1999-06-22,Auditrium Riffle,29,RBTS,5,65,80,0.19,0.1,1,b,R,0.05,NA,72,1
77,1999-06-22,Auditrium Riffle,29,CHNF,2,65,65,0.19,0.1,1,b,R,0.05,NA,65,1
77,1999-06-22,Auditrium Riffle,29,RBTS,1,30,30,0.15000001,0.15000001,3,A,R,0.05,NA,30,0
77,1999-06-22,Auditrium Riffle,29,RBTS,1,55,55,0.15000001,0.15000001,3,A,R,0.05,NA,55,0
77,1999-06-22,Auditrium Riffle,29,RBT,1,0,0,0.20999999,0.15000001,2,A,R,1.1,NA,0,0
77,1999-06-22,Auditrium Riffle,29,CHNF,30,50,75,0.20999999,0.15000001,2,A,R,1.1,NA,62,0
77,1999-06-22,Auditrium Riffle,32,RBTS,2,45,50,0.41,0.25,3,b,R,0.05,NA,48,1
77,1999-06-22,Auditrium Riffle,32,RBTS,3,50,60,0.52999997,0.30000001,3,a,P,0.05,NA,55,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,1,83,83,0.62,0.55000001,3,A,G,0.05,NA,83,0
77,1999-06-22,Auditrium Riffle,32A,RBTS,2,45,50,0.50999999,0.34999999,3,a,G,0.7,NA,48,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,3,50,60,0.43000001,0.40000001,3,a,G,0.3,NA,55,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,1,60,60,0.38999999,0.30000001,3,a,G,0.05,NA,60,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,1,80,80,0.41,0.30000001,3,a,G,0.4,NA,80,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,3,55,55,0.62,0.55000001,3,A,G,0.05,NA,55,0
77,1999-06-22,Auditrium Riffle,32A,CHNF,50,60,75,0.62,0.55000001,3,a,G,0.05,NA,68,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,1,65,65,0.50999999,0.34999999,3,a,G,0.7,NA,65,1
77,1999-06-22,Auditrium Riffle,32A,CHNF,50,60,75,0.43000001,0.40000001,3,a,G,0.3,NA,68,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,2,65,70,0.43000001,0.40000001,3,a,G,0.3,NA,68,1
77,1999-06-22,Auditrium Riffle,32A,CHNF,1,95,95,0.43000001,0.40000001,3,a,G,0.3,NA,95,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,1,38,38,0.38999999,0.30000001,3,a,G,0.5,NA,38,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,3,45,50,0.38999999,0.30000001,3,a,G,0.5,NA,48,1
77,1999-06-22,Auditrium Riffle,32A,CHNF,6,55,65,0.38999999,0.30000001,3,a,G,0.5,NA,60,1
77,1999-06-22,Auditrium Riffle,32A,RBTS,18,50,60,0.41,0.30000001,3,a,G,0.4,NA,55,1
78,1999-07-21,Hatchery riffle,19,RBTS,2,125,130,0.5,0.44999999,2,b,R,5.39,4,128,1
78,1999-07-21,Hatchery riffle,19,RBTS,3,100,100,0.5,0.44999999,2,b,R,5.39,4,100,1
78,1999-07-21,Hatchery riffle,19,RBTS,2,75,80,0.25,0.2,2,b,R,4.45,1,78,1
78,1999-07-21,Hatchery riffle,19,RBTS,2,90,90,0.56,0.50999999,3,A,R,3.86,4,90,0
78,1999-07-21,Hatchery riffle,19,RBTS,2,75,80,0.56,0.50999999,3,A,R,3.86,4,78,0
78,1999-07-21,Hatchery riffle,19,RBTS,1,65,70,0.56,0.50999999,3,A,R,3.86,4,68,0
79,1999-07-21,HATCHERY  RIFFLE,32,CHNF,100,55,75,0.52999997,0.40000001,3,a,P,0,NA,65,1
79,1999-07-21,HATCHERY  RIFFLE,32,CHNF,75,55,75,0.52999997,0.40000001,3,a,P,0,NA,65,1
79,1999-07-21,HATCHERY  RIFFLE,32A,RBTS,1,65,65,0.38,0.34999999,3,a,GM,2,2,65,1
79,1999-07-21,HATCHERY  RIFFLE,32A,RBTS,1,95,95,0.56999999,0.34999999,2,a,G,3.6,1,95,1
80,1999-07-21,AUDITORIUM,29A,RBTS,1,70,70,0.52999997,0.47999999,2,A,G,3.3,5,70,0
80,1999-07-21,AUDITORIUM,29A,RBTS,1,50,50,0.52999997,0.47999999,2,A,G,3.3,5,50,0
80,1999-07-21,AUDITORIUM,29,RBTS,2,115,115,0.30000001,0.25,2,A,G,0.86,3,115,0
80,1999-07-21,AUDITORIUM,29,RBTS,1,45,45,0.28,0.23,3,b,G,1.29,1,45,1
80,1999-07-21,AUDITORIUM,29,RBTS,4,75,95,0.69,0.58999997,3,b,G,2.6,2,85,1
80,1999-07-21,AUDITORIUM,29,RBTS,1,70,70,0.61000001,0.56,3,b,G,1,1,70,1
80,1999-07-21,AUDITORIUM,29,RBTS,1,120,120,0.47999999,0.38,1,b,G,1,1,120,1
80,1999-07-21,AUDITORIUM,29,RBTS,1,40,40,0.47999999,0.43000001,1,b,G,1,1,40,1
80,1999-07-21,AUDITORIUM,29,RBTS,2,45,55,0.5,0.40000001,1,b,G,0.65,1,50,1
80,1999-07-21,AUDITORIUM,29,RBTS,4,60,75,0.5,0.40000001,1,b,G,0.65,1,68,1
80,1999-07-21,AUDITORIUM,29,RBTS,2,85,100,0.5,0.40000001,1,b,G,0.65,1,92,1
80,1999-07-21,AUDITORIUM,29,CHNF,3,65,75,0.5,0.40000001,1,b,G,0.65,1,70,1
80,1999-07-21,AUDITORIUM,29,CHNF,1,85,85,0.5,0.40000001,1,b,G,0.65,1,85,1
80,1999-07-21,AUDITORIUM,29,RBTS,2,40,50,0.69,0.58999997,3,b,G,2.6,2,45,1
80,1999-07-21,AUDITORIUM,29,RBTS,2,60,60,0.30000001,0.25,2,A,G,0.86,3,60,0
80,1999-07-21,AUDITORIUM,29,RBTS,1,45,45,0.30000001,0.25,2,A,G,0.86,3,45,0
80,1999-07-21,AUDITORIUM,29,CHNF,5,80,90,0.30000001,0.25,2,A,G,0.86,3,85,0
81,1999-07-22,HATCHERY DITCH,26,RBTS,1,80,80,0.22,0.18000001,1,c,P,0.5,NA,80,1
81,1999-07-22,HATCHERY DITCH,26,RBTS,5,85,95,0.27000001,0.22,2,a,G,1.4,NA,90,1
81,1999-07-22,HATCHERY DITCH,26,RBTS,1,120,120,0.33000001,0.2,1,a,RM,0.84,NA,120,1
81,1999-07-22,HATCHERY DITCH,26,RBTS,1,40,40,0.33000001,0.2,1,a,RM,0.84,NA,40,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,65,65,0.38,0.34999999,1,E,G,1.64,1,65,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,3,55,70,0.5,0.2,1,e,G,1.62,2,62,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,50,50,0.28,0.25,1,e,G,1.29,1,50,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,70,70,0.43000001,0.30000001,1,c,G,1.65,5,70,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,60,60,0.44999999,0.40000001,1,c,G,2.23,3,60,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,65,65,0.40000001,0.34999999,1,c,G,0.5,1,65,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,80,80,0.55000001,0.2,1,e,G,1.82,3,80,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,65,75,0.49000001,0.44999999,1,e,G,2.35,3,70,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,55,55,0.50999999,0.2,1,E,G,2.71,2,55,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,65,75,0.52999997,0.44999999,1,e,G,2.75,2,70,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,8,65,65,0.38999999,0.34999999,1,e,G,1.44,3,65,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,45,55,0.44,0.40000001,1,e,G,1.6,2,50,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,6,55,65,0.31999999,0.25,1,E,G,1.73,3,60,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,7,40,55,0.33000001,0.1,1,E,G,1.14,3,48,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,35,35,0.25,0.2,1,a,G,0.5,3,35,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,5,55,65,0.31,0.25,1,A,G,2.4,3,60,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,45,45,0.23999999,0.050000001,1,e,G,1.9,2,45,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,5,45,60,0.34,0.1,1,A,G,2.1,2,52,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,70,70,0.22,0.15000001,1,e,G,0.5,1,70,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,55,55,0.31,0.25,1,A,G,2.6,3,55,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,60,60,0.19,0.0099999998,1,e,G,0.5,1,60,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,75,75,0.34999999,0.30000001,1,A,G,3.2,1,75,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,4,65,75,0.19,0.15000001,1,b,G,2.65,1,70,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,50,50,0.14,0.1,1,a,R,2.9,2,50,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,60,60,0.19,0.050000001,1,A,R,2.83,1,60,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,80,80,0.19,0.15000001,1,a,R,2.24,2,80,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,50,50,0.12,0.050000001,1,A,R,3.75,1,50,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,90,90,0.16,0.029999999,1,A,R,3.16,0,90,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,35,35,0.2,0.15000001,1,A,R,2.8,2,35,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,90,90,0.19,0.029999999,1,A,R,1.55,1,90,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,55,55,0.19,0.050000001,1,A,R,2.03,1,55,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,35,35,0.22,0.15000001,1,a,R,3.08,1,35,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,50,50,0.18000001,0.1,1,a,R,3.18,0,50,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,90,90,0.28999999,0.25,1,a,R,2.5,1,90,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,45,45,0.16,0.050000001,1,a,R,2.8,0,45,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,75,75,0.27000001,0.2,3,a,R,2.37,2,75,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,12,40,60,0.23999999,0.1,1,a,R,1.33,1,50,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,50,50,0.12,0.1,2,A,R,5.85,1,50,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,4,105,115,0.28999999,0.15000001,2,A,R,2.02,1,110,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,85,85,0.18000001,0.029999999,2,A,R,3.03,1,85,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,100,100,0.19,0.050000001,2,A,R,3.86,1,100,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,4,50,50,0.16,0.1,1,a,R,2.21,1,50,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,80,80,0.25,0.2,2,a,R,2.45,1,80,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,65,65,0.20999999,0.15000001,2,b,R,3.46,1,65,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,85,85,0.27000001,0.2,1,A,G,1.37,2,85,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,65,65,0.15000001,0.050000001,1,A,R,4.94,1,65,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,85,85,0.16,0.1,2,a,R,3.43,1,85,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,3,80,80,0.18000001,0.15000001,2,A,R,3.69,2,80,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,3,75,85,0.18000001,0.15000001,2,A,R,5.01,1,80,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,75,75,0.19,0.1,2,a,R,4.6,1,75,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,70,70,0.079999998,0.0099999998,1,a,R,3.44,1,70,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,95,95,0.19,0.050000001,2,f,R,5.79,0,95,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,70,70,0.15000001,0.050000001,1,f,R,3.15,0,70,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,90,90,0.11,0.1,2,e,R,4.2,1,90,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,3,95,95,0.27000001,0.15000001,1,c,G,2.19,1,95,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,70,70,0.28,0.050000001,2,A,G,1.46,1,70,0
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,2,65,65,0.22,0.050000001,2,b,G,1.94,1,65,1
82,1999-07-22,"hatchery riffle, bottom moes ditch to middle moes",33,RBTS,1,100,100,0.40000001,0.050000001,2,A,G,3.1,1,100,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,210,RBTS,2,150,150,0.69999999,0.64999998,2,A,G,0.75,5,150,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,210,RBTS,1,200,200,0.69999999,0.64999998,2,A,G,0.75,5,200,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,210,RBTS,1,200,200,0.92000002,0.89999998,2,c,R,2.8,2,200,1
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,205,RBTS,1,150,150,0.41999999,0.37,2,a,G,2.89,2,150,1
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,205,RBTS,1,200,200,0.41999999,0.37,2,a,G,2.89,2,200,1
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,205,RBTS,3,200,200,0.87,0.64999998,1,b,G,0.8,1,200,1
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,205,RBT,1,225,225,0.87,0.64999998,1,b,G,0.8,1,225,1
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,217,RBTS,4,125,125,0.36000001,0.34,2,b,G,2.2,1,125,1
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,217,RBTS,1,165,165,0.36000001,0.34,2,b,G,2.2,1,165,1
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,1,135,135,0.5,0.40000001,3,A,G,1.55,5,135,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,3,140,140,0.75,0.55000001,3,A,G,2.28,7,140,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,2,175,175,0.75,0.55000001,3,A,G,2.28,7,175,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,1,110,110,0.72000003,0.55000001,2,A,G,1.58,5,110,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,1,150,150,0.72000003,0.55000001,2,A,G,1.58,5,150,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,1,175,175,0.60000002,0.5,3,A,G,1.15,4,175,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,2,125,125,0.60000002,0.5,3,A,G,1.15,4,125,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,2,100,100,0.60000002,0.5,3,A,G,1.15,4,100,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,2,175,175,0.57999998,0.44999999,3,A,R,1.2,5,175,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,1,140,140,0.57999998,0.44999999,3,A,R,1.2,5,140,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,215B,RBTS,1,120,120,0.89999998,0.85000002,2,A,G,1.83,4,120,0
83,1999-07-27,EYE RIFFLE -GATEWAY TO OUTLET,226,RBTS,1,130,130,0.88,0.80000001,2,A,G,1.2,11,130,0
