Name,Longitude,Latitude
Robinson Riffle,-121.5993383249106,39.46657517016902
Robinson Riffle,-121.5993572057051,39.466567870826736
Robinson Riffle,-121.5993885767547,39.46655573190613
Robinson Riffle,-121.5994055679121,39.46655215871221
Robinson Riffle,-121.5994242922126,39.4665449097616
Robinson Riffle,-121.5994411680111,39.46654150354315
Robinson Riffle,-121.5994624598696,39.4665394354311
Robinson Riffle,-121.5994960601273,39.46653269165829
Robinson Riffle,-121.5995189741605,39.46652699358625
Robinson Riffle,-121.5995479690717,39.46651898121661
Robinson Riffle,-121.5995680355741,39.46650838501677
Robinson Riffle,-121.5995880433991,39.46649781959935
Robinson Riffle,-121.5996097027697,39.46648355637963
Robinson Riffle,-121.5996296069504,39.4664729588292
Robinson Riffle,-121.5996554986876,39.46646008507345
Robinson Riffle,-121.5996692352756,39.46645185949131
Robinson Riffle,-121.5996889599185,39.46644135749018
Robinson Riffle,-121.5997069897943,39.46643448313862
Robinson Riffle,-121.5997222451747,39.46642272787318
Robinson Riffle,-121.5997287472742,39.46640838777621
Robinson Riffle,-121.5997314296861,39.46638060481716
Robinson Riffle,-121.5997287121018,39.46637571087443
Robinson Riffle,-121.5996999152271,39.46639558415239
Steep Riffle,-121.603750232871,39.4634381581745
Steep Riffle,-121.6037179393247,39.46342286515098
Steep Riffle,-121.6036980044905,39.46341276752813
Steep Riffle,-121.6036818357629,39.4634054454276
Steep Riffle,-121.6036682403557,39.4633816348226
Steep Riffle,-121.6036480835374,39.46336222312079
Steep Riffle,-121.6036032542357,39.46332388660993
Steep Riffle,-121.6035948607418,39.463321368279
Steep Riffle,-121.6035863248475,39.46330904656714
Steep Riffle,-121.6035611425372,39.46327145989319
Steep Riffle,-121.6035145221763,39.4632394930718
Steep Riffle,-121.6034322150351,39.4631835350739
Steep Riffle,-121.6034258586173,39.46317713847129
Steep Riffle,-121.6034123103983,39.46314721234857
Steep Riffle,-121.6033951968653,39.46314324727162
Steep Riffle,-121.6033779363741,39.4631395413501
Steep Riffle,-121.6033668054955,39.46312388063987
Steep Riffle,-121.603355780908,39.46310807846185
Steep Riffle,-121.6033403536582,39.46309158919805
Steep Riffle,-121.6033287033455,39.46307709582658
Steep Riffle,-121.6033036689263,39.4630515243152
Steep Riffle,-121.6033013758473,39.46304675289452
Steep Riffle,-121.6033031184867,39.46302525666292
Steep Riffle,-121.6033027342411,39.46300784870796
Steep Riffle,-121.6032977351711,39.46298114523903
Steep Riffle,-121.603299663856,39.46296853312409
Steep Riffle,-121.6033035064671,39.46294340659731
Steep Riffle,-121.6033052281313,39.46292233236835
Steep Riffle,-121.6033068842805,39.46290144528455
Steep Riffle,-121.6033109823749,39.46289379894159
Steep Riffle,-121.6033147596713,39.4628778771094
Steep Riffle,-121.6033248716146,39.46285902052335
Steep Riffle,-121.6033348926965,39.46283155934861
Steep Riffle,-121.6033428941255,39.46279920814335
Steep Riffle,-121.6033534547662,39.46277101239954
Steep Riffle,-121.6033660003485,39.4627478439221
Steep Riffle,-121.6033826183025,39.46271715684122
Steep Riffle,-121.6033884843383,39.46270626647658
Steep Riffle,-121.6034043158795,39.46267692746206
Steep Riffle,-121.6034162526823,39.4626633589524
Steep Riffle,-121.6034321864143,39.46265088212169
Steep Riffle,-121.603454026149,39.4626358768966
Steep Riffle,-121.6034781209858,39.46261657872691
Steep Riffle,-121.603498296948,39.46260447309043
Steep Riffle,-121.603524392191,39.4625896446256
Steep Riffle,-121.6035424101791,39.4625813126388
Steep Riffle,-121.6035660762355,39.46257069894307
Steep Riffle,-121.6035914460876,39.46255665596632
Steep Riffle,-121.6036129690774,39.46254979245212
Steep Riffle,-121.6036383213675,39.46254402947487
Steep Riffle,-121.6036536864776,39.46254018521328
Steep Riffle,-121.6036747262245,39.46253389016786
Steep Riffle,-121.6037013775625,39.46252516695937
Steep Riffle,-121.6037204053837,39.46252256516777
Steep Riffle,-121.6037387539608,39.46251254620663
Steep Riffle,-121.6037532654162,39.46250130917296
Steep Riffle,-121.6037694497936,39.46248669395481
Steep Riffle,-121.6037780452938,39.4624696521776
Steep Riffle,-121.6037812023852,39.46244599527422
Steep Riffle,-121.6037772648235,39.46242782883033
Steep Riffle,-121.6037733468844,39.46240975102133
Steep Riffle,-121.6037672482593,39.46238757448022
Steep Riffle,-121.6037666411856,39.462363324934
Steep Riffle,-121.6037699685132,39.46234840446159
Steep Riffle,-121.603778752934,39.46233129546241
Steep Riffle,-121.603796873928,39.4623211523798
Steep Riffle,-121.6038127522947,39.4623069024852
Steep Riffle,-121.6038337126358,39.46229100988777
Steep Riffle,-121.6038438887592,39.46227942508258
Steep Riffle,-121.6038576361784,39.46226917705302
Steep Riffle,-121.6038761701793,39.46224942413385
Steep Riffle,-121.6038981269776,39.46223120736539
Steep Riffle,-121.6039080052732,39.46222003986871
Steep Riffle,-121.6039245493027,39.46220401115875
Steep Riffle,-121.603935769577,39.46219013352676
Steep Riffle,-121.6039439115893,39.46218234490599
Steep Riffle,-121.6039484711386,39.46217328827894
Steep Riffle,-121.603958097126,39.46216252367456
Steep Riffle,-121.6039722138476,39.46214279886939
Steep Riffle,-121.6039854077453,39.46213319330808
Steep Riffle,-121.6039965181736,39.46211934786241
Steep Riffle,-121.6040124714884,39.46210417425016
Steep Riffle,-121.6040376416426,39.46209546887155
Steep Riffle,-121.6040584260893,39.46209547220953
Steep Riffle,-121.6040721321931,39.46209291190596
Steep Riffle,-121.6040965627822,39.4620937827471
Steep Riffle,-121.6041179544315,39.46210091919444
Steep Riffle,-121.6041286555764,39.46210448916612
Steep Riffle,-121.6041457966794,39.46210331732838
Steep Riffle,-121.6041694849991,39.46209694256849
Steep Riffle,-121.6041830803224,39.46209436811463
Steep Riffle,-121.6042137845893,39.46209036710614
Steep Riffle,-121.6042245007079,39.46209377904848
Steep Riffle,-121.6042438006124,39.46209635375226
Steep Riffle,-121.6042617118761,39.46210183807468
Steep Riffle,-121.6042840050694,39.46211554306618
Steep Riffle,-121.6043098216412,39.4621308022822
Steep Riffle,-121.6043277289806,39.46213645791622
Steep Riffle,-121.6043420181245,39.46214117177575
Steep Riffle,-121.6043598869999,39.46214706669419
Steep Riffle,-121.6043782912343,39.46214250412485
Steep Riffle,-121.6043939404245,39.46214410937313
Steep Riffle,-121.6044131138896,39.46214713315253
Steep Riffle,-121.6044357977378,39.46215174310314
Steep Riffle,-121.604447826768,39.46215240796343
Steep Riffle,-121.6044669845739,39.46215553692699
Steep Riffle,-121.6044874622027,39.4621555562126
Steep Riffle,-121.6045066119191,39.46215868382554
Steep Riffle,-121.6045208889986,39.46216367572667
Steep Riffle,-121.604540046031,39.46216686393426
Steep Riffle,-121.6045543345242,39.46217195890695
Steep Riffle,-121.6045722122139,39.46217833359271
Steep Riffle,-121.6046067949559,39.46219320606544
Steep Riffle,-121.6046198884027,39.46220102027595
Steep Riffle,-121.6046378421943,39.46220686724278
Steep Riffle,-121.6046605077206,39.46222145274882
Steep Riffle,-121.6046542579032,39.46223772513049
Steep Riffle,-121.6046441918037,39.46226393393304
Steep Riffle,-121.6046340470405,39.46229032738709
Steep Riffle,-121.6046276839373,39.46230600758981
Steep Riffle,-121.604622574342,39.46231859767153
Steep Riffle,-121.6046161647011,39.46233439319363
Steep Riffle,-121.604607350096,39.46234601723184
Steep Riffle,-121.604598288476,39.46236839309659
Steep Riffle,-121.6045818151342,39.46238835384118
Steep Riffle,-121.6045692020627,39.46239876302838
Steep Riffle,-121.6045554889791,39.46240179795676
Steep Riffle,-121.6045478311155,39.46241017049309
Steep Riffle,-121.604522666963,39.46242053264796
Steep Riffle,-121.6044974017984,39.46243093621877
Steep Riffle,-121.6044859162064,39.46243829191332
Steep Riffle,-121.6044604967779,39.46244876432383
Steep Riffle,-121.6044438243012,39.46245826940181
Steep Riffle,-121.6044308556113,39.46246880634262
Steep Riffle,-121.6044178540024,39.4624792956052
Steep Riffle,-121.6044198468894,39.46249409621857
Steep Riffle,-121.6044321076706,39.46250483405167
Steep Riffle,-121.6044481388783,39.46251669243949
Steep Riffle,-121.6044594050048,39.46252001632889
Steep Riffle,-121.6044744292838,39.46252439026141
Steep Riffle,-121.6044945641408,39.46252661777952
Steep Riffle,-121.6045173653844,39.4625225166001
Steep Riffle,-121.6045464939769,39.46251364661312
Steep Riffle,-121.6045579581211,39.4625063808858
Steep Riffle,-121.6045757697259,39.46249389916011
Steep Riffle,-121.604596150218,39.46247479811292
Steep Riffle,-121.6046024836655,39.46246952488072
Steep Riffle,-121.6046190203871,39.46244933782219
Steep Riffle,-121.6046304866305,39.46243126269515
Steep Riffle,-121.604643019274,39.46242081453173
Steep Riffle,-121.6046518303498,39.46240923387203
Steep Riffle,-121.6046618872269,39.46239451772814
Steep Riffle,-121.6046768364149,39.46237752104798
Steep Riffle,-121.6046842837535,39.46236885080436
Steep Riffle,-121.6046954598477,39.46235036219492
Steep Riffle,-121.6047065739796,39.46233197536289
Steep Riffle,-121.6047102942282,39.46232237757661
Steep Riffle,-121.6047164719413,39.46230647389759
Steep Riffle,-121.6047250142838,39.46229479473747
Steep Riffle,-121.6047347328454,39.46227973818448
Steep Riffle,-121.6047480049623,39.46226564963504
Steep Riffle,-121.6047600420239,39.46225539696349
Steep Riffle,-121.6047708324525,39.46223771306893
Steep Riffle,-121.6047815924868,39.462230679245494
Steep Riffle,-121.6047958680806,39.46221430541895
Steep Riffle,-121.6048089021437,39.46220114642795
Steep Riffle,-121.6048171586552,39.46219004821629
Steep Riffle,-121.6048218247206,39.46217782798653
Steep Riffle,-121.6048347480855,39.46216492060044
Steep Riffle,-121.6048476200913,39.4621520754197
Steep Riffle,-121.6048557572609,39.46214117185359
Steep Riffle,-121.6048708183715,39.46212245770799
Steep Riffle,-121.6048846745045,39.46210684538303
Steep Riffle,-121.6049008621888,39.46209539748421
Steep Riffle,-121.6049066163634,39.4620906059597
Steep Riffle,-121.6049214239608,39.46207219369843
Steep Riffle,-121.6049269420054,39.46205746641113
Steep Riffle,-121.6049348287568,39.46204680739348
Steep Riffle,-121.6049324378393,39.46204279874873
Steep Riffle,-121.6049238311473,39.46201422181751
Steep Riffle,-121.6049119766436,39.4619944446079
Steep Riffle,-121.6049059885633,39.4619797420633
Steep Riffle,-121.6049034809767,39.46196617567495
Steep Riffle,-121.6048940701669,39.46195049084062
Steep Riffle,-121.6048845972875,39.46192550991498
Steep Riffle,-121.6048810456024,39.46191500886559
Steep Riffle,-121.6048728537123,39.46189683547303
Steep Riffle,-121.6048658917669,39.46188531117232
Steep Riffle,-121.6048520145234,39.46186233955632
Steep Riffle,-121.6048485044616,39.46185187132857
Steep Riffle,-121.6048392805523,39.46183646007194
Steep Riffle,-121.6048369006446,39.4618232287816
Steep Riffle,-121.6048300128638,39.46181172616658
Steep Riffle,-121.6048253668553,39.46179475494939
Steep Riffle,-121.6048185156635,39.46178332406753
Steep Riffle,-121.6048126742571,39.46175938768847
Steep Riffle,-121.6048047974013,39.46176000426147
Steep Riffle,-121.6047924161019,39.46176234369204
Steep Riffle,-121.6047687179962,39.46176419451813
Steep Riffle,-121.6047494751232,39.46176403086603
Steep Riffle,-121.6047336123143,39.46176502976551
Steep Riffle,-121.6047154800313,39.46176191922777
Steep Riffle,-121.6046984365104,39.46176581989963
Steep Riffle,-121.6046859210681,39.46176802302023
Steep Riffle,-121.6046745596557,39.46176731750919
Steep Riffle,-121.6046540468323,39.46176980875621
Steep Riffle,-121.6046323173044,39.46177485922067
Steep Riffle,-121.6046117577509,39.46177689925465
Steep Riffle,-121.6045923869164,39.46177621669294
Steep Riffle,-121.6045683917739,39.46177725514058
Steep Riffle,-121.6045569805709,39.46177659742785
Steep Riffle,-121.6045307518963,39.4617741151776
Steep Riffle,-121.6045020133748,39.46177723339834
Steep Riffle,-121.6044799813553,39.4617828201546
Steep Riffle,-121.6044603558114,39.46178323492654
Steep Riffle,-121.6044522414354,39.46178395856583
Steep Riffle,-121.6044244262524,39.46178509982693
Steep Riffle,-121.6044107096665,39.46178096647151
Steep Riffle,-121.604392216449,39.46177880321275
Steep Riffle,-121.6043770679483,39.46177793270183
Steep Riffle,-121.6043701307965,39.46177612965776
Steep Riffle,-121.604342441676,39.46176855289622
Steep Riffle,-121.6043203057627,39.46176570201851
Steep Riffle,-121.604302968764,39.46176090625001
Steep Riffle,-121.6042821449384,39.4617551458836
Steep Riffle,-121.6042668592077,39.46175418972109
Steep Riffle,-121.6042550357856,39.46175418389285
Steep Riffle,-121.6042446022276,39.46175126986266
Steep Riffle,-121.6042188683194,39.46174724435494
Steep Riffle,-121.6042015059551,39.46174222099256
Steep Riffle,-121.6041910846362,39.46173920591147
Steep Riffle,-121.6041653895969,39.46173487990857
Steep Riffle,-121.6041411844108,39.46172750617758
Steep Riffle,-121.6041377401235,39.46172642221742
Steep Riffle,-121.604119056171,39.4617238849495
Steep Riffle,-121.6041038516346,39.46172233522985
Steep Riffle,-121.6040749717894,39.46171620970274
Steep Riffle,-121.6040632027487,39.46171572059422
Steep Riffle,-121.604048010374,39.46171408729317
Steep Riffle,-121.6040244756256,39.46171302813719
Steep Riffle,-121.6040059252409,39.46171009906544
Steep Riffle,-121.6039926442266,39.4617123906283
Steep Riffle,-121.6039827358382,39.46171587471161
Steep Riffle,-121.603969416019,39.46171817438237
Steep Riffle,-121.6039343290488,39.46172334202866
Steep Riffle,-121.6039209379932,39.461725653392
Steep Riffle,-121.6038974955534,39.46173148293789
Steep Riffle,-121.6038739807422,39.46173732649501
Steep Riffle,-121.6038604934793,39.46173965062609
Steep Riffle,-121.6038385218901,39.46174254162177
Steep Riffle,-121.6038250082028,39.46174484418392
Steep Riffle,-121.6038097717336,39.46175016840142
Steep Riffle,-121.603791243265,39.46176132646527
Steep Riffle,-121.6037727163964,39.46177240014951
Steep Riffle,-121.6037609577849,39.46178599208695
Steep Riffle,-121.6037423436193,39.46179710152968
Steep Riffle,-121.6037389591018,39.46180307921886
Steep Riffle,-121.6037236460734,39.46182282228294
Steep Riffle,-121.6037134569481,39.4618335214418
Steep Riffle,-121.6037016324837,39.46184712666195
Steep Riffle,-121.6036897641941,39.46186078902365
Steep Riffle,-121.6036831218855,39.46187260087872
Steep Riffle,-121.6036730545966,39.46188310944239
Steep Riffle,-121.6036629556476,39.46189365073141
Steep Riffle,-121.6036375591809,39.46191647141544
Steep Riffle,-121.6036151156076,39.46193379655526
Steep Riffle,-121.6036064270387,39.46194905229618
Steep Riffle,-121.6035856030598,39.46196340210885
Steep Riffle,-121.6035734013536,39.4619699624574
Steep Riffle,-121.6035647143868,39.46198520245586
Steep Riffle,-121.6035647769444,39.4620000162483
Steep Riffle,-121.6035722467043,39.46201700858353
Steep Riffle,-121.6035875444669,39.46203566884665
Steep Riffle,-121.6035917659227,39.46205117805869
Steep Riffle,-121.6036098841354,39.46207304958131
Steep Riffle,-121.603617068405,39.46206787602009
Steep Riffle,-121.6036297608126,39.46206053727835
Steep Riffle,-121.6036525122411,39.46205020111734
Steep Riffle,-121.6036661389562,39.46204081288526
Steep Riffle,-121.6036914397496,39.46204134266658
Steep Riffle,-121.6037017915765,39.46205384463154
Steep Riffle,-121.6037293513804,39.46206628022551
Steep Riffle,-121.6037764756535,39.46208979879227
Steep Riffle,-121.6037835239937,39.46210063584023
Steep Riffle,-121.603782081198,39.46210339098243
Steep Riffle,-121.6037815848068,39.46212861809357
Steep Riffle,-121.6037814326745,39.46214509391262
Steep Riffle,-121.6037774916643,39.46216072414234
Steep Riffle,-121.6037735391398,39.46217639962991
Steep Riffle,-121.6037695751803,39.46219212082384
Steep Riffle,-121.603758368995,39.46221351496364
Steep Riffle,-121.6037516906818,39.46222623783962
Steep Riffle,-121.6037487700367,39.46223997559717
Steep Riffle,-121.6037437335666,39.46224958093356
Steep Riffle,-121.6037374180211,39.46226983875341
Steep Riffle,-121.6037254468172,39.46229268318748
Steep Riffle,-121.6037166214939,39.46230950671865
Steep Riffle,-121.6037076677027,39.46232657008975
Steep Riffle,-121.6036986662561,39.46234372380287
Steep Riffle,-121.6036839570148,39.46236343338628
Steep Riffle,-121.6036748499688,39.46238077045312
Steep Riffle,-121.603663677999,39.46239368135068
Steep Riffle,-121.6036485788086,39.46240565421915
Steep Riffle,-121.6036352657817,39.46241417210113
Steep Riffle,-121.60362400116951,39.4624271221304
Steep Riffle,-121.6036068310521,39.46243446571466
Steep Riffle,-121.6035877261835,39.46244535231478
Steep Riffle,-121.6035665341332,39.46245170068403
Steep Riffle,-121.6035530611948,39.46246018793473
Steep Riffle,-121.6035453176188,39.462474588063174
Steep Riffle,-121.6035253547395,39.46248659961329
Steep Riffle,-121.603513315053,39.4625005167755
Steep Riffle,-121.6034951566748,39.46251732157676
Steep Riffle,-121.6034849719863,39.46253607594647
Steep Riffle,-121.6034788351099,39.46254737900965
Steep Riffle,-121.6034472748415,39.46258886617065
Steep Riffle,-121.6034256892968,39.46262030179805
Steep Riffle,-121.6034157602465,39.46263014768157
Steep Riffle,-121.6034038596874,39.46264361725681
Steep Riffle,-121.6033919159928,39.46265712588962
Steep Riffle,-121.6033617741802,39.46267847902131
Steep Riffle,-121.6033517205569,39.46268839764265
Steep Riffle,-121.6033314721808,39.46269988963947
Steep Riffle,-121.6033070770563,39.46271882453588
Steep Riffle,-121.6032903436632,39.46273212786147
Steep Riffle,-121.6032717954975,39.46274871165092
Steep Riffle,-121.603248918677,39.46277301886195
Steep Riffle,-121.6032341901086,39.46279104742297
Steep Riffle,-121.6032256058854,39.46280650259101
Steep Riffle,-121.6032132616003,39.46282888150697
Steep Riffle,-121.6032049157787,39.4628526364939
Steep Riffle,-121.603198600496,39.46288143601816
Steep Riffle,-121.6031844172381,39.46290733911336
Steep Riffle,-121.603180212839,39.46293247882817
Steep Riffle,-121.6031760545056,39.46294884857569
Steep Riffle,-121.6031779433726,39.4629629503173
Steep Riffle,-121.6031697198691,39.46298687617335
Steep Riffle,-121.6031696453817,39.46300471826613
Steep Riffle,-121.6031716191489,39.46301884258382
Steep Riffle,-121.6031736016882,39.46303299938612
Steep Riffle,-121.603171501111,39.46305477176531
Steep Riffle,-121.6031720607895,39.46308079376863
Steep Riffle,-121.6031726498028,39.46309784544378
Steep Riffle,-121.6031832547678,39.46310526563316
Steep Riffle,-121.6031964979264,39.46312603531074
Steep Riffle,-121.6032053528338,39.46313685333309
Steep Riffle,-121.6032057428973,39.46314531395611
Steep Riffle,-121.6032287478681,39.4631663568707
Steep Riffle,-121.6032381166577,39.46317633008574
Steep Riffle,-121.6032607689135,39.46319809785424
Steep Riffle,-121.6032848774931,39.46321712471458
Steep Riffle,-121.6032982531571,39.46322880752472
Steep Riffle,-121.6033130766675,39.46323771696918
Steep Riffle,-121.6033406979664,39.46325006943249
Steep Riffle,-121.6033744177413,39.46326957710205
Steep Riffle,-121.6033829016861,39.46327195770011
Steep Riffle,-121.6034021365198,39.46328182731744
Steep Riffle,-121.6034251746029,39.46329387216327
Steep Riffle,-121.6034648232868,39.46331158423813
Steep Riffle,-121.6034669925967,39.46331701142608
Steep Riffle,-121.6034969071408,39.463334865268
Steep Riffle,-121.6035161665929,39.46334490347275
Steep Riffle,-121.6035245700638,39.46335760271906
Steep Riffle,-121.6035389885446,39.46336800737632
Steep Riffle,-121.6035579770793,39.46338914944921
Steep Riffle,-121.6035700593119,39.46340486936975
Steep Riffle,-121.6036030699678,39.46342795463212
Steep Riffle,-121.6036231048689,39.46344823009991
Steep Riffle,-121.6036452820074,39.46346412224028
Steep Riffle,-121.6036653086943,39.4634742885357
Steep Riffle,-121.6036711343034,39.46348333458567
Steep Riffle,-121.6036951004159,39.46349610668435
Steep Riffle,-121.6036991442255,39.46349811529419
Steep Riffle,-121.603750232871,39.4634381581745
Eye Riffle,-121.613934306246,39.45727381864228
Eye Riffle,-121.6139306080663,39.45726627508117
Eye Riffle,-121.6139223640329,39.45726013238731
Eye Riffle,-121.6139137551492,39.45724748346379
Eye Riffle,-121.6139049860626,39.45723516454742
Eye Riffle,-121.6138994276786,39.45722404114677
Eye Riffle,-121.6138923830412,39.45721571493531
Eye Riffle,-121.6138834618354,39.45720376654051
Eye Riffle,-121.6138745496743,39.4571918471342
Eye Riffle,-121.6138730265218,39.45717329264286
Eye Riffle,-121.6138692647812,39.45716608454725
Eye Riffle,-121.6138663789109,39.45715016615604
Eye Riffle,-121.6138620977439,39.4571368824304
Eye Riffle,-121.6138661466473,39.45712932811608
Eye Riffle,-121.6138755726936,39.45711173950078
Eye Riffle,-121.6138796243824,39.45710418866501
Eye Riffle,-121.6138882401636,39.45709518474423
Eye Riffle,-121.6139000564125,39.45708724999887
Eye Riffle,-121.6139132093469,39.45707680076448
Eye Riffle,-121.6139225559409,39.4570593226969
Eye Riffle,-121.6139325651528,39.45704090796477
Eye Riffle,-121.6139371088161,39.45703265681144
Eye Riffle,-121.6139506668858,39.45700803696877
Eye Riffle,-121.6139656014912,39.45698091669292
Eye Riffle,-121.6139760921454,39.45696191201308
Eye Riffle,-121.6139852292881,39.45694544043852
Eye Riffle,-121.6139926423317,39.45692538132839
Eye Riffle,-121.6139954964538,39.4569135683133
Eye Riffle,-121.6140029992143,39.45690007743035
Eye Riffle,-121.6140119728888,39.45688395165369
Eye Riffle,-121.6140209519169,39.4568743761972
Eye Riffle,-121.61402675005,39.4568638904211
Eye Riffle,-121.6140354067678,39.45684823527293
Eye Riffle,-121.6140485771753,39.45683101936572
Eye Riffle,-121.614057404131,39.4568216337362
Eye Riffle,-121.614069023959,39.45680715410455
Eye Riffle,-121.614077391604,39.45679193276045
Eye Riffle,-121.614088253583,39.4567720714363
Eye Riffle,-121.6141021498982,39.45675324265103
Eye Riffle,-121.6141075158165,39.45674342065703
Eye Riffle,-121.6141172905215,39.45673209119528
Eye Riffle,-121.6141280182454,39.45671247810152
Eye Riffle,-121.6141319813032,39.45670521940588
Eye Riffle,-121.6141450563754,39.45668121918601
Eye Riffle,-121.6141515571983,39.45666928688579
Eye Riffle,-121.6141567401044,39.45665977330341
Eye Riffle,-121.6141531993193,39.45665326407418
Eye Riffle,-121.614130897815,39.45665509437123
Eye Riffle,-121.6141173051128,39.45665393801156
Eye Riffle,-121.6141006203795,39.45665189554315
Eye Riffle,-121.614089171768,39.45665965740233
Eye Riffle,-121.6140825273753,39.45667161231455
Eye Riffle,-121.6140802860169,39.45668209641364
Eye Riffle,-121.6140771395567,39.45670071347923
Eye Riffle,-121.61407220732,39.45671612227415
Eye Riffle,-121.6140654700158,39.4567282911657
Eye Riffle,-121.6140676111573,39.45673744618247
Eye Riffle,-121.6140621748325,39.45674727182679
Eye Riffle,-121.6140516301311,39.45677288335481
Eye Riffle,-121.6140502588744,39.45677536464058
Eye Riffle,-121.6140420078265,39.45679029317659
Eye Riffle,-121.6140292643907,39.45681320423642
Eye Riffle,-121.6140235158795,39.45682351418669
Eye Riffle,-121.614011710583,39.45683811094174
Eye Riffle,-121.6140044466266,39.45685112335006
Eye Riffle,-121.613998611007,39.45686157719622
Eye Riffle,-121.6139899331348,39.45687718329295
Eye Riffle,-121.6139794776188,39.45689584881234
Eye Riffle,-121.6139718838704,39.45690937148517
Eye Riffle,-121.6139611863941,39.45692842154455
Eye Riffle,-121.6139456887949,39.45694936025578
Eye Riffle,-121.6139347430046,39.45696215852624
Eye Riffle,-121.6139227191637,39.45697706768068
Eye Riffle,-121.6139152600633,39.45698381622592
Eye Riffle,-121.61390652420491,39.45699961385151
Eye Riffle,-121.6138990240121,39.45700640724318
Eye Riffle,-121.6138946261316,39.45701435124688
Eye Riffle,-121.6138841512998,39.45702649100198
Eye Riffle,-121.6138719948592,39.45703486208878
Eye Riffle,-121.6138612941331,39.45704058222287
Eye Riffle,-121.6138445088373,39.45705045719251
Eye Riffle,-121.613831497318,39.45706061779885
Eye Riffle,-121.6138243519001,39.45706688997839
Eye Riffle,-121.6138144595903,39.45707819841278
Eye Riffle,-121.6138015003832,39.45708826284224
Eye Riffle,-121.6137871432586,39.45710086742062
Eye Riffle,-121.6137816201328,39.4571109798756
Eye Riffle,-121.6137791739695,39.45712234134743
Eye Riffle,-121.6137741708555,39.45713852345398
Eye Riffle,-121.6137703666183,39.45715242893534
Eye Riffle,-121.6137808929879,39.45717484695362
Eye Riffle,-121.6138176589742,39.45723385766961
Eye Riffle,-121.6138509798334,39.45731506129935
Eye Riffle,-121.6138530402162,39.45732566131497
Eye Riffle,-121.613934306246,39.45727381864228
Eye Riffle,-121.6129730979645,39.45796903393757
Eye Riffle,-121.6129542690172,39.45796371278078
Eye Riffle,-121.6129316655514,39.45795732483503
Eye Riffle,-121.612913552686,39.4579437276989
Eye Riffle,-121.6128946032045,39.45791738976531
Eye Riffle,-121.6128804926388,39.45790475210615
Eye Riffle,-121.612866219137,39.45787879442855
Eye Riffle,-121.6128635099217,39.45786931329944
Eye Riffle,-121.6128581085591,39.45785041286187
Eye Riffle,-121.6128588008019,39.4578290517787
Eye Riffle,-121.6128645209251,39.45781355625613
Eye Riffle,-121.6128627685625,39.45779605905505
Eye Riffle,-121.6128656955866,39.45777152883821
Eye Riffle,-121.6128689776844,39.45775986591181
Eye Riffle,-121.612867147861,39.45774268249639
Eye Riffle,-121.612872305886,39.45772802493353
Eye Riffle,-121.6128751820321,39.45771686984281
Eye Riffle,-121.6128868211066,39.45769226880005
Eye Riffle,-121.6128977370458,39.45767549656653
Eye Riffle,-121.6129102975841,39.45766295275038
Eye Riffle,-121.6129265178789,39.45765142234823
Eye Riffle,-121.6129423847292,39.45764021534231
Eye Riffle,-121.6129602410012,39.45762583369296
Eye Riffle,-121.6129783261253,39.45760424601414
Eye Riffle,-121.6129823988048,39.45759785401139
Eye Riffle,-121.6129983076211,39.45757961476022
Eye Riffle,-121.6130042412818,39.45757021889747
Eye Riffle,-121.6130118784454,39.45755798449433
Eye Riffle,-121.6130251213531,39.45753670577239
Eye Riffle,-121.6130345418878,39.45752157113949
Eye Riffle,-121.6130476410244,39.4575073574259
Eye Riffle,-121.6130643104843,39.45750098826973
Eye Riffle,-121.6130895297086,39.45750771726107
Eye Riffle,-121.6131072970905,39.4575127492658
Eye Riffle,-121.6131250605047,39.4575177760788
Eye Riffle,-121.613137697594,39.45752453340031
Eye Riffle,-121.6131467378626,39.45753033457144
Eye Riffle,-121.6131717602837,39.4575441281423
Eye Riffle,-121.6131876883197,39.4575521801829
Eye Riffle,-121.6132195757329,39.45756827503723
Eye Riffle,-121.6132370507963,39.4575806241382
Eye Riffle,-121.6132423514268,39.45758567580128
Eye Riffle,-121.6132529623301,39.45759578824932
Eye Riffle,-121.6132768846315,39.45761811992633
Eye Riffle,-121.6133027314495,39.45762312649639
Eye Riffle,-121.6133137377568,39.45760439215256
Eye Riffle,-121.6133142133896,39.45758964223977
Eye Riffle,-121.6133005433078,39.45757797305446
Eye Riffle,-121.6132917172434,39.45757191685239
Eye Riffle,-121.6132775147441,39.45756093524719
Eye Riffle,-121.61326510254,39.45755395232996
Eye Riffle,-121.6132472303616,39.45754913458294
Eye Riffle,-121.6132331094146,39.4575450746476
Eye Riffle,-121.6132188908322,39.45753415974033
Eye Riffle,-121.6132100274896,39.45752819289806
Eye Riffle,-121.6131940250624,39.45751336941777
Eye Riffle,-121.6131780551043,39.45749855866745
Eye Riffle,-121.6131586873358,39.45748951704415
Eye Riffle,-121.6131427199355,39.45748162537128
Eye Riffle,-121.6131286806139,39.45747066492253
Eye Riffle,-121.6131181789867,39.45746072998198
Eye Riffle,-121.613111210257,39.45745181957058
Eye Riffle,-121.6130991033992,39.4574378816754
Eye Riffle,-121.6131010249697,39.4574280696407
Eye Riffle,-121.6131012550817,39.45741433121792
Eye Riffle,-121.6131014844249,39.45740062989307
Eye Riffle,-121.6131007610468,39.45737566874421
Eye Riffle,-121.613108262449,39.4573638265659
Eye Riffle,-121.613115696603,39.4573520617167
