Name,Longitude,Latitude
Hatchery Side Channel,-121.5573165836234,39.51656068383776
Hatchery Side Channel,-121.5572716743873,39.51658004963855
Hatchery Side Channel,-121.5572543202035,39.51657409536429
Hatchery Side Channel,-121.5572235715846,39.51658207301003
Hatchery Side Channel,-121.557186464522,39.51658558990059
Hatchery Side Channel,-121.5571587510937,39.51658904391266
Hatchery Side Channel,-121.5571169126991,39.5165959792369
Hatchery Side Channel,-121.5570720565311,39.5166016723337
Hatchery Side Channel,-121.5570388593663,39.516608182148254
Hatchery Side Channel,-121.5569525503175,39.51663660776713
Hatchery Side Channel,-121.5569364350043,39.51663728371928
Hatchery Side Channel,-121.5569083398128,39.51663748258901
Hatchery Side Channel,-121.5568642791216,39.51664255174824
Hatchery Side Channel,-121.5568306560778,39.51664579750666
Hatchery Side Channel,-121.5567502802204,39.5166659568894
Hatchery Side Channel,-121.556753759535,39.51664439638299
Hatchery Side Channel,-121.5567335217036,39.51664946780008
Hatchery Side Channel,-121.5566846864268,39.5166489620435
Hatchery Side Channel,-121.5566526045101,39.51665026194119
Hatchery Side Channel,-121.5565987275009,39.51665615343861
Hatchery Side Channel,-121.55655459323,39.51665365289485
Hatchery Side Channel,-121.5565312260093,39.51665677889036
Hatchery Side Channel,-121.5565040077961,39.51665713163376
Hatchery Side Channel,-121.5564701996997,39.51666342710733
Hatchery Side Channel,-121.5564299311175,39.51666792963692
Hatchery Side Channel,-121.556406360548,39.51667108903631
Hatchery Side Channel,-121.5563721227011,39.51667332940393
Hatchery Side Channel,-121.5563461931538,39.51667670454876
Hatchery Side Channel,-121.5563247349074,39.51668258268737
Hatchery Side Channel,-121.5562990849497,39.51668997436004
Hatchery Side Channel,-121.5562758595849,39.51669649815742
Hatchery Side Channel,-121.5562581872921,39.51670104754879
Hatchery Side Channel,-121.5562369980323,39.51671434847603
Hatchery Side Channel,-121.556213464896,39.51672099265768
Hatchery Side Channel,-121.5562122893805,39.51674749913771
Hatchery Side Channel,-121.5562326961016,39.51676072127737
Hatchery Side Channel,-121.5562587745526,39.51675998361063
Hatchery Side Channel,-121.5562961693729,39.51676415259681
Hatchery Side Channel,-121.5563270266284,39.51675464704523
Hatchery Side Channel,-121.5563819706078,39.51674600005255
Hatchery Side Channel,-121.5564037440513,39.51674346833752
Hatchery Side Channel,-121.5564382521055,39.51674444036691
Hatchery Side Channel,-121.5564803192092,39.51674005827084
Hatchery Side Channel,-121.5565292738742,39.51674372543195
Hatchery Side Channel,-121.5565453185472,39.51674245345211
Hatchery Side Channel,-121.5565802718623,39.5167289356066
Hatchery Side Channel,-121.5566176245863,39.51671434972914
Hatchery Side Channel,-121.5566645643222,39.51671558896518
Hatchery Side Channel,-121.5566786669077,39.5167151710427
Hatchery Side Channel,-121.5567310562174,39.51670753560588
Hatchery Side Channel,-121.556738182132,39.51671048596893
Hatchery Side Channel,-121.5567528512456,39.51671635588481
Hatchery Side Channel,-121.5567904986159,39.51671959670071
Hatchery Side Channel,-121.5567978925575,39.51672153577336
Hatchery Side Channel,-121.5568193237438,39.51671759762586
Hatchery Side Channel,-121.5568672958934,39.51671610485026
Hatchery Side Channel,-121.5569299538963,39.51670138749032
Hatchery Side Channel,-121.5569611985765,39.51669387841777
Hatchery Side Channel,-121.5570314851323,39.51667923633909
Hatchery Side Channel,-121.5570637064786,39.51667314055868
Hatchery Side Channel,-121.5570932880706,39.51666858700085
Hatchery Side Channel,-121.557130820694,39.51665362143865
Hatchery Side Channel,-121.5571657219928,39.51665130133649
Hatchery Side Channel,-121.5571928307804,39.51664274549896
Hatchery Side Channel,-121.557216708079,39.51663622771958
Hatchery Side Channel,-121.5572596369764,39.51663174636516
Hatchery Side Channel,-121.5572808102658,39.51662973535048
Hatchery Side Channel,-121.5573094383795,39.51661743223142
Hatchery Side Channel,-121.5573565308592,39.51660756743729
Hatchery Side Channel,-121.5573617301993,39.51659881404068
Hatchery Side Channel,-121.5573812930752,39.51659551360667
Hatchery Side Channel,-121.5574282917144,39.51656600797369
Hatchery Side Channel,-121.5574656754383,39.5165509323152
Hatchery Side Channel,-121.5574970313231,39.51653406716579
Hatchery Side Channel,-121.5575267395774,39.51652955716668
Hatchery Side Channel,-121.5575403774034,39.51652944157116
Hatchery Side Channel,-121.5575834934054,39.51652510938405
Hatchery Side Channel,-121.5576028817877,39.51652700623042
Hatchery Side Channel,-121.557648535642,39.51652985137277
Hatchery Side Channel,-121.5576687237565,39.51653107081479
Hatchery Side Channel,-121.5576987347209,39.51652663583219
Hatchery Side Channel,-121.5577346399182,39.51651273758034
Hatchery Side Channel,-121.5577585712313,39.51650681217518
Hatchery Side Channel,-121.5577805843887,39.51650457412046
Hatchery Side Channel,-121.5578102404876,39.51650195248062
Hatchery Side Channel,-121.5578428725066,39.51649338050128
Hatchery Side Channel,-121.5579266848716,39.5164806148783
Hatchery Side Channel,-121.5579643319694,39.51647516212815
Hatchery Side Channel,-121.5580099444007,39.51646721627831
Hatchery Side Channel,-121.5580676726546,39.51646373864285
Hatchery Side Channel,-121.5580759415474,39.51646153045953
Hatchery Side Channel,-121.558125903751,39.51644674981479
Hatchery Side Channel,-121.5581480933629,39.51644528059127
Hatchery Side Channel,-121.5582007857813,39.51642956379758
Hatchery Side Channel,-121.5582343376664,39.5164198494795
Hatchery Side Channel,-121.558292615287,39.51641042196344
Hatchery Side Channel,-121.5583234000288,39.51640569215171
Hatchery Side Channel,-121.558412276012,39.51640373523443
Hatchery Side Channel,-121.5584569570994,39.51639851152227
Hatchery Side Channel,-121.5585239206211,39.51639047304721
Hatchery Side Channel,-121.5585383255277,39.51639056431959
Hatchery Side Channel,-121.5585892356504,39.51637727408197
Hatchery Side Channel,-121.5586248214274,39.51637622287688
Hatchery Side Channel,-121.5586332816481,39.51637384183272
Hatchery Side Channel,-121.5586693128168,39.51634890303133
Hatchery Side Channel,-121.5587254751677,39.51631971018393
Hatchery Side Channel,-121.5587819711486,39.51629684283291
Hatchery Side Channel,-121.5588141945102,39.51627590673467
Hatchery Side Channel,-121.5588775528141,39.51626071495166
Hatchery Side Channel,-121.5589536134755,39.51624455941327
Hatchery Side Channel,-121.5590007000487,39.51622869713601
Hatchery Side Channel,-121.5590204915799,39.51622006392568
Hatchery Side Channel,-121.5593045749679,39.51613554911899
Hatchery Side Channel,-121.5599131470648,39.51601893052302
Hatchery Side Channel,-121.5599365334851,39.51594226382507
Auditorium Riffle,-121.5567461460859,39.51597104159408
Auditorium Riffle,-121.5570583074147,39.51594585113691
Auditorium Riffle,-121.5573023963452,39.51591676789769
Auditorium Riffle,-121.5575297218533,39.51591862856587
Auditorium Riffle,-121.5577524686674,39.51584373615237
Auditorium Riffle,-121.5579463341169,39.51572338055267
Auditorium Riffle,-121.5579036695456,39.51542106880285
Auditorium Riffle,-121.5575856023182,39.51545573407249
Auditorium Riffle,-121.5572908728604,39.5154822111365
Auditorium Riffle,-121.5569463376275,39.51557500630518
Auditorium Riffle,-121.5567658722118,39.51561380647691
Auditorium Riffle,-121.5566756613376,39.51561918460408
Auditorium Riffle,-121.5567461460859,39.51597104159408
Bedrock Riffle,-121.5686347053676,39.51300304152254
Bedrock Riffle,-121.5687601527165,39.5131469471823
Bedrock Riffle,-121.5705782671955,39.51240069250092
Bedrock Riffle,-121.5703441927475,39.51188669925012
Bedrock Riffle,-121.5699961683123,39.51190435172855
Bedrock Riffle,-121.5697934464863,39.511909081196
Bedrock Riffle,-121.5696939428376,39.51194618475888
Bedrock Riffle,-121.5696691229219,39.51205955848945
Bedrock Riffle,-121.5697457731566,39.51208722464996
Bedrock Riffle,-121.5698977552657,39.51208535762791
Bedrock Riffle,-121.5699726891177,39.51210438730783
Bedrock Riffle,-121.5700202943608,39.51215143304497
Bedrock Riffle,-121.5699899432038,39.51221136813545
Bedrock Riffle,-121.5686347053676,39.51300304152254
Trailer Park Riffle,-121.5799566997456,39.49690063291112
Trailer Park Riffle,-121.5799585494141,39.49689737364984
Trailer Park Riffle,-121.5799659096636,39.49688414142913
Trailer Park Riffle,-121.5799638030013,39.49686502239217
Trailer Park Riffle,-121.5799562640652,39.49684530034396
Trailer Park Riffle,-121.5799487245885,39.49682556393722
Trailer Park Riffle,-121.5799479913005,39.49676856019136
Trailer Park Riffle,-121.5799538282349,39.49674983400408
Trailer Park Riffle,-121.579966410842,39.49672664922799
Trailer Park Riffle,-121.5799789460588,39.49670709317929
Trailer Park Riffle,-121.5799928655112,39.49665175876399
Trailer Park Riffle,-121.5800200516781,39.49663105074653
Trailer Park Riffle,-121.5800454447061,39.49660974158864
Trailer Park Riffle,-121.5800673275261,39.49659514642312
Trailer Park Riffle,-121.5800844055593,39.49658317348887
Trailer Park Riffle,-121.5800910996563,39.49656920653906
Trailer Park Riffle,-121.5800998240511,39.49654423678842
Trailer Park Riffle,-121.5801150231109,39.49653007365183
Trailer Park Riffle,-121.5801235008714,39.49652468180126
Trailer Park Riffle,-121.5801213810758,39.49651602681104
Trailer Park Riffle,-121.5801016719005,39.4964369148102
Trailer Park Riffle,-121.5800956140699,39.49642648650256
Trailer Park Riffle,-121.5800887969825,39.49640915677179
Trailer Park Riffle,-121.5800823399225,39.49638459954773
Trailer Park Riffle,-121.5800764578902,39.49636988114911
Trailer Park Riffle,-121.5800790059468,39.49637442352638
Trailer Park Riffle,-121.5800757958581,39.49637223155259
Trailer Park Riffle,-121.5800707680834,39.49635165851028
Trailer Park Riffle,-121.5800637810743,39.49633732811289
Trailer Park Riffle,-121.5800491973611,39.49630483889309
Trailer Park Riffle,-121.5800396903397,39.49628813679222
Trailer Park Riffle,-121.580021331827,39.49624466070995
Trailer Park Riffle,-121.5800106981777,39.49622346101152
Trailer Park Riffle,-121.5800014068743,39.49620732729741
Trailer Park Riffle,-121.5799921541894,39.49619126908816
Trailer Park Riffle,-121.5799810720195,39.49616509924326
Trailer Park Riffle,-121.5799787799252,39.49614055212032
Trailer Park Riffle,-121.5799695943401,39.49612464890095
Trailer Park Riffle,-121.5799586559747,39.4960831788628
Trailer Park Riffle,-121.5799553900387,39.49607260503099
Trailer Park Riffle,-121.5799465956567,39.49605309910538
Trailer Park Riffle,-121.5799468883308,39.4960445756809
Trailer Park Riffle,-121.5799381044444,39.49602510520308
Trailer Park Riffle,-121.5799369242652,39.49600394906076
Trailer Park Riffle,-121.5799315052309,39.49598235280234
Trailer Park Riffle,-121.5799296773403,39.4959559925499
Trailer Park Riffle,-121.5799323980972,39.4959186533178
Trailer Park Riffle,-121.5799400969948,39.49590334473566
Trailer Park Riffle,-121.579926606771,39.49583126687828
Trailer Park Riffle,-121.5799308789621,39.49580030291775
Trailer Park Riffle,-121.5799297005308,39.495775250635504
Trailer Park Riffle,-121.5799352695376,39.49573905584973
Trailer Park Riffle,-121.5799432979698,39.49572360370647
Trailer Park Riffle,-121.5799503284868,39.49570577815653
Trailer Park Riffle,-121.5799635994131,39.49569566750818
Trailer Park Riffle,-121.5799832103562,39.49570454396543
Trailer Park Riffle,-121.580011799682,39.49571845040135
Trailer Park Riffle,-121.580015370654,39.49571252444099
Trailer Park Riffle,-121.5800242562188,39.49569756906968
Trailer Park Riffle,-121.5800232090161,39.49565662244479
Trailer Park Riffle,-121.5800302574185,39.49562723294007
Trailer Park Riffle,-121.5800346973369,39.49561751185796
Trailer Park Riffle,-121.5800399889063,39.49560290864595
Trailer Park Riffle,-121.5800355578796,39.49558948088001
Trailer Park Riffle,-121.5800261107817,39.49552829076529
Trailer Park Riffle,-121.5800300710032,39.49552338729715
Trailer Park Riffle,-121.5800330289228,39.49550493817042
Trailer Park Riffle,-121.5800380679738,39.49549060352314
Trailer Park Riffle,-121.5800350981317,39.49546823753796
Trailer Park Riffle,-121.5800328234209,39.49545306486336
Trailer Park Riffle,-121.5800373506906,39.49544915024731
Trailer Park Riffle,-121.5800370796576,39.49543704869581
Trailer Park Riffle,-121.580030134539,39.49542581738893
Trailer Park Riffle,-121.580031304837,39.495409914383544
Trailer Park Riffle,-121.5800370073346,39.49539563654
Trailer Park Riffle,-121.5800395980811,39.49537628699021
Trailer Park Riffle,-121.5800431797155,39.49534153006085
Trailer Park Riffle,-121.5800445309846,39.49533794549541
Trailer Park Riffle,-121.5800501178739,39.49532393042809
Trailer Park Riffle,-121.5800464564196,39.49528468641028
Trailer Park Riffle,-121.5800515352204,39.49525899923218
Trailer Park Riffle,-121.5800671318281,39.49523739258295
Trailer Park Riffle,-121.5800808455155,39.49521356416437
Trailer Park Riffle,-121.580085584232,39.49519887848847
Trailer Park Riffle,-121.58008779168,39.49516362774755
Trailer Park Riffle,-121.5800929634974,39.49513731504999
Trailer Park Riffle,-121.5800951281776,39.49510378566332
Trailer Park Riffle,-121.5800775891394,39.49506172334274
Trailer Park Riffle,-121.5800752100857,39.49505293311454
Trailer Park Riffle,-121.580071084723,39.49506771791038
Trailer Park Riffle,-121.5800630139494,39.49506561851741
Trailer Park Riffle,-121.5800335850028,39.49505694510469
Trailer Park Riffle,-121.5800108896946,39.49505377761171
Trailer Park Riffle,-121.579970912687,39.49504511794807
Trailer Park Riffle,-121.5799308818755,39.49503639541511
Trailer Park Riffle,-121.5799022860835,39.49503503178172
Trailer Park Riffle,-121.5798794115605,39.49503168693653
Trailer Park Riffle,-121.5798536071869,39.49503497756334
Trailer Park Riffle,-121.5798148375861,39.49504569677193
Trailer Park Riffle,-121.5797515089635,39.49505651867119
Trailer Park Riffle,-121.5797053129576,39.49506124664979
Trailer Park Riffle,-121.5796706238371,39.49506188326829
Trailer Park Riffle,-121.5796402002737,39.49506386243898
Trailer Park Riffle,-121.5796272801481,39.49505985790592
Trailer Park Riffle,-121.5796171300774,39.49506052579408
Trailer Park Riffle,-121.5795811137131,39.4950531363173
Trailer Park Riffle,-121.5795752640588,39.49505515745997
Trailer Park Riffle,-121.5795349592474,39.49504657372415
Trailer Park Riffle,-121.579515792569,39.49505599146218
Trailer Park Riffle,-121.5795077286631,39.49507170306901
Trailer Park Riffle,-121.57949670426,39.49509502316147
Trailer Park Riffle,-121.5794904547566,39.49510871887677
Trailer Park Riffle,-121.5794885075298,39.49512373574684
Trailer Park Riffle,-121.5794790287011,39.49514407148751
Trailer Park Riffle,-121.5794695013451,39.49516435971169
Trailer Park Riffle,-121.5794583934874,39.49518839649748
Trailer Park Riffle,-121.5794536193689,39.4951987365629
Trailer Park Riffle,-121.5794499883446,39.49521721162551
Trailer Park Riffle,-121.5794435802209,39.49523092354868
Trailer Park Riffle,-121.5794387656595,39.49524122652108
Trailer Park Riffle,-121.5794307242652,39.49525843318736
Trailer Park Riffle,-121.579421047914,39.49527914060113
Trailer Park Riffle,-121.5794129624463,39.49529646215535
Trailer Park Riffle,-121.5794092513389,39.49531521331551
Trailer Park Riffle,-121.579405521723,39.49533390987376
Trailer Park Riffle,-121.5794001519415,39.49535612324055
Trailer Park Riffle,-121.579396407993,39.49537503166279
Trailer Park Riffle,-121.5793849595817,39.49539962669385
Trailer Park Riffle,-121.5793800393304,39.4954101825078
Trailer Park Riffle,-121.5793718222939,39.49542781271139
Trailer Park Riffle,-121.5793652328574,39.4954419500187
Trailer Park Riffle,-121.5793536687472,39.49546676124839
Trailer Park Riffle,-121.5793453826286,39.49548453892435
Trailer Park Riffle,-121.5793431903162,39.49550019654258
Trailer Park Riffle,-121.5793393289818,39.49551947524891
Trailer Park Riffle,-121.5793387917935,39.49553163115201
Trailer Park Riffle,-121.5793349157449,39.49555097829084
Trailer Park Riffle,-121.5793310294699,39.49557037691715
Trailer Park Riffle,-121.5793288108588,39.4955864020646
Trailer Park Riffle,-121.5793310689239,39.49560369385388
Trailer Park Riffle,-121.5793333313954,39.49562102353269
Trailer Park Riffle,-121.5793311060924,39.49563700843245
Trailer Park Riffle,-121.5793271922664,39.4956566930411
Trailer Park Riffle,-121.5793294590626,39.49567414388241
Trailer Park Riffle,-121.5793317344023,39.49569197320192
Trailer Park Riffle,-121.5793368484059,39.49571515459178
Trailer Park Riffle,-121.5793481398576,39.4957334936117
Trailer Park Riffle,-121.5793521648466,39.49574914349562
Trailer Park Riffle,-121.5793573281063,39.4957723318306
Trailer Park Riffle,-121.5793653505891,39.49580038517838
Trailer Park Riffle,-121.5793739175217,39.49581584945916
Trailer Park Riffle,-121.5793808107002,39.49583506232627
Trailer Park Riffle,-121.5793814692211,39.49585657278575
Trailer Park Riffle,-121.5793878691015,39.49588836863968
Trailer Park Riffle,-121.5793919187894,39.49590231421072
Trailer Park Riffle,-121.5793937668861,39.49593266349203
Trailer Park Riffle,-121.579393264138,39.4959455496538
Trailer Park Riffle,-121.5793985533864,39.49596926018001
Trailer Park Riffle,-121.5793992523089,39.49599135293864
Trailer Park Riffle,-121.5794074552338,39.49602017283014
Trailer Park Riffle,-121.5794018298604,39.49604429608706
Trailer Park Riffle,-121.5794042251633,39.49606236290835
Trailer Park Riffle,-121.579403718635,39.49607530236932
Trailer Park Riffle,-121.5794032135753,39.49608828984454
Trailer Park Riffle,-121.5794004150704,39.49611653236863
Trailer Park Riffle,-121.5793999120105,39.49612971909932
Trailer Park Riffle,-121.5793971662489,39.49615956901767
Trailer Park Riffle,-121.5793977977555,39.49618043449019
Trailer Park Riffle,-121.5793972620813,39.49619293554505
Trailer Park Riffle,-121.5793928652057,39.496229185561
Trailer Park Riffle,-121.5793939883463,39.49623626480078
Trailer Park Riffle,-121.5793887726947,39.49625038835482
Trailer Park Riffle,-121.5793865866372,39.49626876348409
Trailer Park Riffle,-121.5793766648541,39.49630570413571
Trailer Park Riffle,-121.5793800743375,39.49632727521201
Trailer Park Riffle,-121.5793794537524,39.49633750916367
Trailer Park Riffle,-121.5793817837053,39.49635388976397
Trailer Park Riffle,-121.5793776766234,39.49637099880822
Trailer Park Riffle,-121.5793705854384,39.49641486377921
Trailer Park Riffle,-121.5793669985111,39.49641874616759
Trailer Park Riffle,-121.5793646472318,39.496433316908814
Trailer Park Riffle,-121.5793654101794,39.49646118690321
Trailer Park Riffle,-121.5793647499093,39.49650858005234
Trailer Park Riffle,-121.5793689556398,39.49652387627912
Trailer Park Riffle,-121.5793696336536,39.49654757042124
Trailer Park Riffle,-121.579368535916,39.49657529610955
Trailer Park Riffle,-121.5793662116322,39.49659340818413
Trailer Park Riffle,-121.5793651072317,39.49662139223877
Trailer Park Riffle,-121.5793705737387,39.49664675478665
Trailer Park Riffle,-121.5793616574966,39.4966677599204
Trailer Park Riffle,-121.5793545057363,39.49668460891136
Trailer Park Riffle,-121.5793437464374,39.49670995653955
Trailer Park Riffle,-121.5793269137509,39.49672393676495
Trailer Park Riffle,-121.5793178825432,39.49674517462171
Trailer Park Riffle,-121.5792943240329,39.4967620106092
Trailer Park Riffle,-121.5799566997456,39.49690063291112
Matthews Riffle,-121.5794386836628,39.49300809716318
Matthews Riffle,-121.5794183221642,39.49297528083182
Matthews Riffle,-121.5793926895699,39.49293259593944
Matthews Riffle,-121.5793591526784,39.49287473958627
Matthews Riffle,-121.5793314981915,39.49283990130021
Matthews Riffle,-121.5793151522788,39.49279617512918
Matthews Riffle,-121.5793103239204,39.49275629298846
Matthews Riffle,-121.5793073424657,39.492738374124
Matthews Riffle,-121.5792999327926,39.49269384211249
Matthews Riffle,-121.5792963518518,39.49265088153443
Matthews Riffle,-121.5792908076319,39.49262830022147
Matthews Riffle,-121.5792846818236,39.49258088249766
Matthews Riffle,-121.5792771755708,39.4925252890103
Matthews Riffle,-121.5792703089316,39.49249466130588
Matthews Riffle,-121.5792558185105,39.49244969113205
Matthews Riffle,-121.5792476640309,39.49241106191721
Matthews Riffle,-121.5792398009361,39.49238459946378
Matthews Riffle,-121.5792345007312,39.49236304267548
Matthews Riffle,-121.5792301306304,39.49232614381483
Matthews Riffle,-121.5792210138325,39.49229185255994
Matthews Riffle,-121.5792144342867,39.49226238645446
Matthews Riffle,-121.5792078812832,39.49223300904829
Matthews Riffle,-121.5792060873759,39.49220135866322
Matthews Riffle,-121.5792022708215,39.49218855075628
Matthews Riffle,-121.5791993850485,39.49216071798899
Matthews Riffle,-121.579199864503,39.49212256313123
Matthews Riffle,-121.5792007664418,39.49210760526449
Matthews Riffle,-121.5792016653075,39.49209269778915
Matthews Riffle,-121.5791952304437,39.49206409436209
Matthews Riffle,-121.5791985619293,39.49205382502972
Matthews Riffle,-121.5791981194789,39.49203106098944
Matthews Riffle,-121.5792009719289,39.49199818657425
Matthews Riffle,-121.579198318083,39.49198236572944
Matthews Riffle,-121.5791965420161,39.49195201143921
Matthews Riffle,-121.5791995896594,39.49193078831379
Matthews Riffle,-121.5792004490334,39.49191632580945
