location,date,longitude,latitude,channel_location,survey_method,n_redds
Below Big,2024-10-22T00:00:00Z,-121.62443136,39.38997402,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62370888,39.38978359,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62372759,39.38993214,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62365379,39.38999568,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62359125,39.39001876,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62354812,39.39001229,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62347453,39.3899941,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62355748,39.38989115,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62346607,39.39003406,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62342454,39.39033671,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62415431,39.39032438,HFC,drone,1
Below Big,2024-10-22T00:00:00Z,-121.62419743,39.39033355,HFC,drone,1
Below Big,2024-11-08T00:00:00Z,-121.62365475,39.38977142,HFC,drone,1
Below Big,2024-11-08T00:00:00Z,-121.62403141,39.39040685,HFC,drone,1
Below Big,2024-11-08T00:00:00Z,-121.62368808,39.39062693,HFC,drone,1
Below Big,2024-11-08T00:00:00Z,-121.62410638,39.39019713,HFC,drone,1
Below Big,2024-11-08T00:00:00Z,-121.62362991,39.38993261,HFC,drone,1
Below Big,2025-10-23T00:00:00Z,-121.62369901,39.39056717,HFC,drone,1
Below Big,2025-10-23T00:00:00Z,-121.62335068,39.39047721,HFC,drone,1
Below Big,2025-10-23T00:00:00Z,-121.62351865,39.39025501,HFC,drone,1
Below Big,2025-10-23T00:00:00Z,-121.62354649,39.39010246,HFC,drone,1
Below Big,2025-11-10T00:00:00Z,-121.62363534,39.3899045,HFC,drone,1
Below Big,2025-11-10T00:00:00Z,-121.62346323,39.39018165,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63589705,39.43470968,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63579035,39.43473185,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63585242,39.43464775,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63580233,39.4345987,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63569934,39.43459102,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63565963,39.43465034,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63556184,39.43459022,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63575164,39.43463365,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63554398,39.43449064,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63565191000001,39.4345121,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63583314,39.43446091,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63594196,39.43454378,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63586576,39.43439101,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63577921,39.43434152,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63583628,39.43430018,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63588752,39.43423696,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.6356026,39.43446396,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.635927,39.43444776,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63571563000001,39.43419667,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.635676,39.43422524,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.6357463,39.43429297,HFC,drone,1
Below Big Hole East,2025-10-22T00:00:00Z,-121.63552789,39.43408733,HFC,drone,1
Below Big Hole East,2025-11-06T00:00:00Z,-121.63622161,39.43393308,HFC,drone,1
Below Big Hole East,2025-11-06T00:00:00Z,-121.63626891,39.43455246,HFC,drone,1
Below Big Hole East,2025-11-06T00:00:00Z,-121.63630305,39.43468468,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62207413,39.39493777,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62183623,39.39503306,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62187241,39.39495108,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.6218772,39.39487853,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62176907,39.39484782,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62171671,39.39485243,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62174934,39.39490776,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62179764,39.39497284,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62176594,39.39496951,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62166146,39.39488547,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62163491,39.39488383,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62155237,39.39489079,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62149123,39.39488732,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62145954,39.39488061,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62138791,39.39487135,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62127501,39.39483663,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62132946,39.39486574,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62136641,39.39474269,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62160989,39.39492641,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.6213315,39.39472294,HFC,drone,1
Big,2025-10-23T00:00:00Z,-121.62209425,39.39426057,HFC,drone,1
Big,2025-11-10T00:00:00Z,-121.62141426,39.39454684,HFC,drone,1
Big,2025-11-10T00:00:00Z,-121.62166308,39.3942851,HFC,drone,1
Big,2025-11-10T00:00:00Z,-121.62155064,39.39484482,HFC,drone,1
Big,2025-11-10T00:00:00Z,-121.62183519,39.39484206,HFC,drone,1
Big,2025-11-10T00:00:00Z,-121.62150344,39.39464863,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62759268,39.38645864,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.6275505,39.38649819,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62750086,39.38651345,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62751324,39.38660514,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62754346,39.38662619,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62742787,39.38664903,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62739444,39.386676370000004,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62737499,39.3866845,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62738777,39.38669829,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62741163,39.38681213,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62754537000001,39.38654467,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.6274661,39.38670054,HFC,drone,1
Big Bar,2024-10-22T00:00:00Z,-121.62742213,39.38668725,HFC,drone,1
Big Bar,2024-11-08T00:00:00Z,-121.62753933,39.386808,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62735901,39.38692409,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62753192,39.38685626,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62743385,39.38683269,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62744392,39.38666538,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62746545,39.38652062,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62759266,39.38644435,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62755973,39.38630422,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62774177,39.38629055,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62785207,39.38629712,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62819778,39.38625374,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62761869,39.38624612,HFC,drone,1
Big Bar,2025-10-23T00:00:00Z,-121.62750086,39.38655904,HFC,drone,1
Big Bar,2025-11-10T00:00:00Z,-121.62770418,39.38623589,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.6355787,39.4388567,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63551699,39.43894591,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63548949,39.43895617,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63544673,39.43889835,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63540433,39.43882166,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63537222,39.43883504,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63524658,39.43881664,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63549694,39.43878413,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.6355191,39.43874219,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63558174,39.43871896,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63594865,39.43798228,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.636081,39.43801056,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63606121,39.43795026,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63588117,39.43794374,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63606812,39.43788751,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63614643,39.43782615,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63607955,39.43772526,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.6361946,39.43794705,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63617654,39.43787666,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63619614,39.43767404,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.6362728,39.43771974,HFC,drone,1
Big Hole East,2024-10-23T00:00:00Z,-121.63567168,39.43868386,HFC,drone,1
Big Hole East,2024-11-07T00:00:00Z,-121.63544061,39.43886748,HFC,drone,1
Big Hole East,2024-11-07T00:00:00Z,-121.63556584,39.43882664,HFC,drone,1
Big Hole East,2024-11-07T00:00:00Z,-121.63625673,39.43796495,HFC,drone,1
Big Hole East,2024-11-07T00:00:00Z,-121.63589051,39.43779494,HFC,drone,1
Big Hole East,2024-11-19T00:00:00Z,-121.63524622,39.4389035,HFC,drone,1
Big Hole East,2024-11-19T00:00:00Z,-121.63529785,39.43884669,HFC,drone,1
Big Hole East,2024-11-19T00:00:00Z,-121.63532434,39.43888792,HFC,drone,1
Big Hole East,2024-11-19T00:00:00Z,-121.63536479,39.43888963,HFC,drone,1
Big Hole East,2024-11-19T00:00:00Z,-121.63540598,39.43867171,HFC,drone,1
Big Hole East,2024-11-19T00:00:00Z,-121.63538555,39.43865962,HFC,drone,1
Big Hole East,2024-11-19T00:00:00Z,-121.63616162,39.43798671,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63540668,39.43964171,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63525725,39.43961203,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6353417,39.43960942,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63529931,39.43959932,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63534514,39.4396707,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6353198,39.43954133,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6353402,39.43948753,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63526929,39.43947109,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63529616,39.43940356,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.635339,39.43939026,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63538647,39.43937821,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63541368,39.4393329,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63537786,39.43930366,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63533884,39.43931941,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63530935,39.43932267,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63517816,39.43935454,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63524057,39.43933068,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63521179,39.43933264,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63547797,39.43932808,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63551652,39.43928281,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63577419,39.43940775,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63576311,39.43929317,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63571851,39.43934706,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63565922,39.43922347,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63559138,39.43922831,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63551784,39.43921525,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63548316,39.43913229,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63539848,39.43919415,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63534412999999,39.43918976,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6351437,39.4392315,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63520448,39.43921626,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63535866,39.43912708,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63541893,39.43901428,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63545958,39.43903915,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63551596,39.43906326,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63550363,39.4390134,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63555291,39.43896801,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63560299,39.43900518,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63562192,39.43896507,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63567726,39.43891881,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63556949,39.43892412,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63549245,39.43890445,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63556029,39.43883771,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6354987,39.43883229,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63563386,39.43878698,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63525365,39.43886694,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63539367,39.43882074,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63526757,39.43893715,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63533599,39.43893527,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63541041,39.43913402,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63522675,39.43916015,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63519863,39.43918736,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63533392,39.43909624,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63544032,39.43919753,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63527457000001,39.43923886,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63524989,39.43923396,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63521884,39.4392505,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63525961,39.43918131,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63531587,39.43917902,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63562324,39.43871913,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63540456,39.43868872,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6354523,39.43878222,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63520674,39.43886759,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63556339,39.43856499,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63595747,39.43816857,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63597267,39.43806429,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63582441,39.43808356,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63587207,39.43802168,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6360756,39.43802647,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63622607,39.43801322,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63609388,39.43809938,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63607564,39.43794542,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63603017,39.43793468,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63626042,39.43791937,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63619465,39.43788457,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63611377,39.43787611,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63557955,39.43834639,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63624215,39.43780632,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63626762,39.43774096,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63613905,39.43782012,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63606892,39.43781836,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63577107,39.43770699,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63585159,39.43761038,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63609492,39.43766389,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63618968,39.43764342,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6361349,39.43759869,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63622389,39.43750218,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63627709,39.43750374,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63631328,39.43757077,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63631537,39.43764959,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63635071,39.43769878,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63631181,39.43781054,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.6362711,39.43778893,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63628195,39.43771567,HFC,drone,1
Big Hole East,2025-10-22T00:00:00Z,-121.63588058,39.43758532,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63562336,39.43908964,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63553306,39.43914583,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63528595,39.43936656,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.6352754,39.43932302,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63539081,39.43922409,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63543665,39.43885033,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63565679,39.43885197,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63602663,39.43811595,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.63619492,39.43798284,HFC,drone,1
Big Hole East,2025-11-06T00:00:00Z,-121.6363894,39.43756708,HFC,drone,1
Big Hole West,2024-10-23T00:00:00Z,-121.63757059,39.43876835,HFC,drone,1
Big Hole West,2024-10-23T00:00:00Z,-121.63758958,39.4386747,HFC,drone,1
Big Hole West,2024-10-23T00:00:00Z,-121.63771787,39.43879224,HFC,drone,1
Big Hole West,2024-10-23T00:00:00Z,-121.63771433,39.43875006,HFC,drone,1
Big Hole West,2024-11-07T00:00:00Z,-121.63753195,39.43894951,HFC,drone,1
Big Hole West,2024-11-07T00:00:00Z,-121.63755373,39.43880218,HFC,drone,1
Big Hole West,2024-11-07T00:00:00Z,-121.63749457,39.43867613,HFC,drone,1
Big Hole West,2024-11-07T00:00:00Z,-121.63749894,39.43843417,HFC,drone,1
Big Hole West,2024-11-07T00:00:00Z,-121.63776942,39.43847143,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.6375952,39.43889627,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63757123,39.43900856,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63761303,39.43885052,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63760228,39.43878097,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63755293,39.4387682,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63757705,39.43871032,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63747832,39.43868571,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63744493,39.43853711,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63752426,39.43850145,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.6376722,39.43848349,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63768942,39.43877918,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63770461,39.43862082,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63752552,39.4384367,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63755409,39.43863936,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63764198,39.43874137,HFC,drone,1
Big Hole West,2025-10-22T00:00:00Z,-121.63769545,39.43869282,HFC,drone,1
Big Hole West,2025-11-06T00:00:00Z,-121.63777262,39.43886766,HFC,drone,1
Big Hole West,2025-11-06T00:00:00Z,-121.63745231,39.43845866,HFC,drone,1
Big Hole West,2025-11-06T00:00:00Z,-121.63747342,39.43840848,HFC,drone,1
Big Hole West,2025-11-06T00:00:00Z,-121.63757946,39.43895894,HFC,drone,1
Big Hole West,2025-11-06T00:00:00Z,-121.63767341,39.43913711,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62200164,39.39496223,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62196254,39.39499323,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62184107,39.39498581,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62188752,39.39494615,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62192642,39.39492511,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62180236,39.39489298,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62169083,39.39487574,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62166211,39.39495304,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.6217243,39.39492192,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.621749,39.39491863,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62155116,39.39488045,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62155253,39.39483667,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62152515,39.39476786,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62145066,39.39466784,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62141769,39.39488285,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62134816,39.39481753,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62135232,39.39455639,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62133059,39.39454237,HFC,drone,1
Big Riffle,2024-10-22T00:00:00Z,-121.62132649,39.39450027,HFC,drone,1
Big Riffle,2024-11-08T00:00:00Z,-121.62158885,39.3948639,HFC,drone,1
Big Riffle,2024-11-08T00:00:00Z,-121.62174089,39.3948612,HFC,drone,1
Big Riffle,2024-11-18T00:00:00Z,-121.6217386,39.39495155,HFC,drone,1
Big Riffle,2024-11-18T00:00:00Z,-121.62179646,39.39498409,HFC,drone,1
Developing,2025-10-23T00:00:00Z,NA,NA,HFC,drone,0
Developing,2025-11-10T00:00:00Z,NA,NA,HFC,drone,0
G95 East Bottom,2024-10-23T00:00:00Z,-121.62592678,39.42904458,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62583009,39.42897445,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62602606,39.42907285,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62610412,39.42906011,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62611701,39.42910604,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62619298,39.42912538,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62617236,39.42909849,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62586649,39.42886105,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62597183,39.42875307,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62599456,39.42889738,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62612563,39.42866734,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.6258971,39.42861227,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62596518,39.42856958,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.62593405,39.42846515,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.6259039,39.42850533,HFC,drone,1
G95 East Bottom,2024-10-23T00:00:00Z,-121.6259145,39.42890759,HFC,drone,1
G95 East Bottom,2024-11-07T00:00:00Z,-121.62578618,39.42897858,HFC,drone,1
G95 East Bottom,2024-11-07T00:00:00Z,-121.62597235,39.42903024,HFC,drone,1
G95 East Bottom,2024-11-07T00:00:00Z,-121.62585771,39.42851025,HFC,drone,1
G95 East Bottom,2024-11-07T00:00:00Z,-121.62596146,39.42863945,HFC,drone,1
G95 East Bottom,2025-10-22T00:00:00Z,-121.62618554,39.42918687,HFC,drone,1
G95 East Bottom,2025-10-22T00:00:00Z,-121.62612193,39.42918874,HFC,drone,1
G95 East Bottom,2025-10-22T00:00:00Z,-121.62614903,39.42910361,HFC,drone,1
G95 East Bottom,2025-10-22T00:00:00Z,-121.62609653,39.42910102,HFC,drone,1
G95 East Bottom,2025-10-22T00:00:00Z,-121.62603208,39.4290595,HFC,drone,1
