PhysDataTblID,Location,Date,StartTime,EndTime,Crew,WaterTemp,Weather,RiverMile,Flow,NumberOfDivers,ReachLength,ReachWidth,ChannelType,ChannelWidth,GPS.Coordinate
100,Hour Bar,2001-08-22,1999-12-30,1999-12-30,"PH, TV, DO",68.5,1,56,2000,2,25,4,2,147,N 39° 24.95'  W 121° 37.60'
101,Lower Hour,2001-08-22,1999-12-30,1999-12-30,"DO, TV, PH",67,1,56,2000,2,25,4,1,33,N 39° 25.24'  W 121° 37.54'
102,G 95,2001-08-21,1999-12-30,1999-12-30,"PH, DO",68,1,57,2000,2,25,4,3,0,N 39° 26.24'  W 121° 38.28
103,Lower Big Hole,2001-08-21,1999-12-30,1999-12-30,"PH, DO",65,1,57.5,2000,2,25,4,2,0,N 39° 26.24'  W 121° 38.28'
104,East G 95,2001-08-21,1999-12-30,1999-12-30,"DO, PH",70.5,1,57,2000,2,25,4,2,0,N 39° 25.75'  W 121° 37.57'
105,Vance Avenue,2001-08-21,1999-12-30,1999-12-30,"PH, DO",65,1,58.5,2000,2,25,4,2,20,N 39° 30.987'  W 121° 33.46'
106,Auditorium,2001-08-21,1999-12-30,1999-12-30,"TV, CR, SM",56,1,66.5,700,2,25,4,1,74,N 39° 30.906'  W 121° 33.600
107,Aleck Riffle,2001-08-21,1999-12-30,1999-12-30,"TV, SM, CR",58,1,63.5,700,2,25,4,1,42,N 39° 29.052'  W 121° 34.755'
108,Weir,2001-08-21,1999-12-30,1999-12-30,"SM, TV, CR",62,1,60.5,700,2,25,4,1,48,N 39° 27.705'  W 121° 36.387'
109,Eye Riffle,2001-08-21,1999-12-30,1999-12-30,"TV, CR, SM",64,1,60,700,2,25,4,3,44,N 39° 27.435'  W 121° 36.834'
110,Eye Side Channel,2001-08-21,1999-12-30,1999-12-30,"TV, CR, SM",62,1,60,700,2,25,4,3,22,N 39° 27.452'  W 121° 36.788'
111,Hatchery Ditch,2001-04-09,1999-12-30,1999-12-30,"JR, RK",50,1,66,0,2,25,4,3,5,
112,TRAILER PARK,2001-04-09,1999-12-30,1999-12-30,"SM, PH",52,1,64.5,600,2,25,4,1,0,70
113,MATHEWS RIFFLE,2001-04-09,1999-12-30,1999-12-30,"SM, PH",54,1,64,600,2,25,4,0,40,
114,Alec Riffle,2001-04-09,1999-12-30,1999-12-30,"sm, ph",54,1,63.5,600,2,25,4,1,75,
115,Steep Riffle,2001-04-10,1999-12-30,1999-12-30,"at, rk, sm",56,1,62.5,600,2,25,4,1,76,
116,Robinson Riffle,2001-04-10,1999-12-30,1999-12-30,"sm, rk, at",58,1,61,600,3,25,4,1,25,
117,Robinson Side Channel,2001-04-10,1999-12-30,1999-12-30,"rk, at, sm",55,1,61,600,3,25,4,3,35,
118,Weir Riffle,2001-04-10,1999-12-30,1999-12-30,"AS, JR, JL",53,1,61,600,2,25,4,1,37,
119,Eye Riffle Side Channel,2001-04-10,1999-12-30,1999-12-30,"JR, JL, AS",NA,1,60,600,2,25,4,3,19,
120,Eye Riffle,2001-04-10,1999-12-30,1999-12-30,"JR, AS, JL",53,1,60,600,2,25,4,1,31,
121,Vance (300 yards below-RR-right channel,2001-04-11,1999-12-30,1999-12-30,"TV, RK, SM",56,2,58.5,1000,2,25,4,2,0,
122,Across Big Hole Island ( River Right),2001-04-11,1999-12-30,1999-12-30,"TV, RK, SM",57,2,58,1000,2,25,4,2,NA,
123,Across from Big Hole,2001-04-11,1999-12-30,1999-12-30,"TV, RK, SM",59,2,57.5,1000,2,25,4,2,NA,
124,G95,2001-04-11,1999-12-30,1999-12-30,"JL, JR, PH",55.5,2,57.4,1000,3,25,4,3,35,
125,G-95 Side Channel,2001-04-11,1999-12-30,1999-12-30,jr ph  jl,56,2,57,1000,3,25,4,3,50,
126,hour riffle,2001-04-11,1999-12-30,1999-12-30,ph jr  jl,55,2,56.4,1000,2,25,4,1,27,
127,Goose Riffle,2001-04-12,1999-12-30,1999-12-30,"TV, PH, JR",59,1,54.9,1000,2,25,4,1,58,
128,Big Bar,2001-04-12,1999-12-30,1999-12-30,"ph, jr",59,1,53.4,1000,2,25,4,1,32,
129,McFarland Riffle`,2001-04-12,1999-12-30,1999-12-30,"TV, PH, JR",58,1,52.5,1000,2,25,4,1,60,
130,Gridley Side Channel,2001-04-12,1999-12-30,1999-12-30,Rk Jl,56.5,1,49.5,100,2,25,4,3,0,
131,Junkyard Riffle,2001-04-12,1999-12-30,1999-12-30,rk  jl,59,1,48.5,1000,2,25,4,2,64,
132,gridley riffle,2001-03-19,1999-12-30,1999-12-30,jk  rk,56.5,1,49.5,1750,2,25,4,2,37,
133,shallow riffle,2001-03-19,1999-12-30,1999-12-30,jk rk,62.5,1,47,1750,2,25,4,3,31,
134,herringer main river left,2001-03-19,1999-12-30,1999-12-30,rk  jk,58,1,46,1750,2,25,4,1,124,
135,g95 rr downstream head,2001-03-13,1999-12-30,1999-12-30,rk  tv  jk  bc  as,56,1,57.3,1750,3,25,4,3,20,
136,Steep Riffle,2001-03-13,1999-12-30,1999-12-30,"JK, TV, BC, RK, AS",0,1,61,600,2,25,4,2,16,
137,Hatchery Riffle,2001-03-14,1999-12-30,1999-12-30,"RK, CD, JR, AS",52,1,66.6,600,2,25,4,2,32,
138,Auditorium,2001-03-14,1999-12-30,1999-12-30,"RK, CD, JR, AS",49,1,66.5,600,2,25,4,1,50,
139,"Bedrock Park, Unit #50",2001-03-14,1999-12-30,1999-12-30,"JK, DO, SM, AT",50,1,65.9,600,3,25,4,1,65,
140,"Trailer Park, Unit #98",2001-03-14,1999-12-30,1999-12-30,"JK, AT, DO, SM",52,1,64.4,600,3,25,4,1,70,
141,Matthews Riffle,2001-03-14,1999-12-30,1999-12-30,"JK, AT, DO, SM",52,1,64,600,3,25,4,1,30,
142,Robinson Riffle,2001-03-15,1999-12-30,1999-12-30,"JK, TV, CD",49,2,61.5,600,3,25,4,2,35,
143,Steep Side Channel,2001-03-15,1999-12-30,1999-12-30,"JK, TV, CD",49,2,61,600,3,25,4,3,7,
144,"Eye Riffle, Unit #208",2001-03-15,1999-12-30,1999-12-30,"TV, JK, CD",50,2,60.2,600,2,25,4,2,16,
145,River Right Below Vance Ave Bridge,2001-03-15,1999-12-30,1999-12-30,"PH, RK, SM",54,2,58.5,1700,3,25,4,2,50,
146,Big Bar - Middle Island River Right,2001-03-15,1999-12-30,1999-12-30,"RK, PH, SM",56,2,53.4,1750,3,25,4,2,34,
149,Auditorium#3,2002-06-18,1999-12-30,1999-12-30,ph gk,62,1,66.5,600,2,25,4,1,NA,N 39 30.938  W 121 33.391
150,Gridley Riffle #1,2002-06-20,1999-12-30,1999-12-30,"ND, KM, GL, GK",74,1,49.5,4000,2,25,4,3,8,N 39 21.311 W 121 38.003
151,Junkyard Riffle #4,2002-06-20,1999-12-30,1999-12-30,"KM, MD",70,1,48.5,4000,2,25,4,1,52,N 39 20.729 W 121 37.571
152,G95 East,2002-06-20,1999-12-30,1999-12-30,"KM, ND",68.6,1,57,4000,2,25,4,3,38,N 39 25.746 W 121 37.570
153,cox riffle #3,2002-06-20,1999-12-30,1999-12-30,"gl, gk",NA,1,47.5,4000,2,25,4,1,22,N 39 20.170 W 121 37.874
154,Hour Bars #1,2002-06-20,1999-12-30,1999-12-30,"GL, GK",74,1,56,4000,2,25,4,1,62,N 39 23.160 W 121 37.699
155,G95 #5,2002-06-20,1999-12-30,1999-12-30,"gk, gl",66,1,57,4000,2,25,4,3,33,N 39 25.828 W 121 37.854
156,Lower Big Hole,2002-06-19,1999-12-30,1999-12-30,"nd, tv, dg",NA,1,57.5,4000,2,25,4,2,NA,N 39 26.278 W 121 38.259
157,Upper Big hole,2002-06-19,1999-12-30,1999-12-30,"tv, dg, nd",67,1,58,4000,1,25,4,2,NA,N 39 26.798 W 121 38.272
158,Gateway Riffle,2002-06-19,1999-12-30,1999-12-30,"tv,dg, nd",65,1,59.8,600,2,25,4,1,NA,N 39 27.421 W 121 37.386
159,Vance Ave,2002-06-19,1999-12-30,1999-12-30,tv dg nd,68,1,58.5,4000,2,25,4,2,0,N 39 26.970 W 121 33.318
160,Eye Riffle 4,2002-06-19,1999-12-30,1999-12-30,jr km,64,1,60,600,2,25,4,1,23,N 39 27.196 W 121 36.887
161,Weir Rffle #1,2002-06-19,1999-12-30,1999-12-30,jr km,64,1,60.5,600,2,25,4,1,48,n 39 27.674 W 121 36.257
162,Steep Riffle #3,2002-06-19,1999-12-30,1999-12-30,jr km,64,1,61,600,1,25,4,1,28,N 39 27.747 W 121 36.282
163,Hatchery riffle #3,2002-06-18,1999-12-30,1999-12-30,PH GK,58,1,66.5,600,2,25,4,1,31,N 39 30.949 W 121 33.271
164,Trailer Park riffl e#4,2002-06-18,1999-12-30,1999-12-30,gk ph,67,1,0,600,2,25,4,1,0,N 39 29.686 W121 34.766
165,Mathews Riffle #3,2002-06-18,1999-12-30,1999-12-30,PH GK,67,1,64,600,2,25,4,1,57,N 39 29.514 W 121 34.734
166,Robinson Side channel #1,2002-06-18,1999-12-30,1999-12-30,jr rb kh,0,1,61.5,600,2,25,4,3,22,N 39 23.176 W 121 37.701
167,Steep Side Riffle #2,2002-06-18,1999-12-30,1999-12-30,"kh, rb, jr",65,1,61,600,2,25,4,3,12,N 39 27.756 W 121 36.214
168,Robinson Riffle #2,2002-06-18,1999-12-30,1999-12-30,"kh, rb, jr",63.5,1,61.5,600,2,25,4,3,13,N 39 27.756 W 21 36.961
169,Herringer Side #2,2002-06-24,1999-12-30,1999-12-30,"dg, gk, gl",73,1,46,NA,2,25,4,3,50,N 39 19.065  W 121 37.381
170,Shallow Side #1,2002-06-24,1999-12-30,1999-12-30,"gl, gk, dg",71,1,47,4000,3,25,4,3,51,N 39 19.752 W 121 37.830
171,Shallow Riffle #3,2002-06-24,1999-12-30,1999-12-30,"gl, dg, gk",67,1,47,NA,2,25,4,1,48,N 39 19.905 W 121 37.870
172,Eye Riffle,2002-06-24,1999-12-30,1999-12-30,"gk, dg, gl",62,1,60,700,3,25,4,3,21,N 39 27.429 W 121 36.786
173,weir #2,2002-03-18,1999-12-30,1999-12-30,"jk, tv, ph",53.6,1,60.5,650,2,25,4,1,56,N 39 27.652 W 121 36.544
174,EYE,2002-03-18,1999-12-30,1999-12-30,"jk,tv,ph",50,1,60.1,650,2,25,4,2,22,N 39 27.426 W 121 36.857
175,Robinson side #2,2002-03-19,1999-12-30,1999-12-30,"jk,tv",51.8,1,61.6,650,2,25,4,3,14,N 39 27.925 W 121 35.845
176,Steep Main #2,2002-03-19,1999-12-30,1999-12-30,"jk,tv",51.8,1,61,650,2,25,4,2,18,N 39 27.756 W 121 36.262
177,Aleck Riffle,2002-03-20,1999-12-30,1999-12-30,tv ph jk,51.8,1,63.5,600,2,25,4,1,48,N 39 29.028 W121 34.734
178,Mathews #5,2002-03-20,1999-12-30,1999-12-30,"ph,jk,tv",52.7,2,64,600,2,25,4,1,71,N 39 29.419 W 121 34.705
179,Robinsoon Main #2,2002-03-20,1999-12-30,1999-12-30,"Jk,Tv,Ph",51.8,2,60.6,650,2,25,4,3,8,N 39 28.000 W 121 35.956
180,Trailer Park,2002-03-21,1999-12-30,1999-12-30,"jk, cr, jr",12,1,64,600,2,25,4,1,47,N 39 29.806Min  W120 34.768
181,Bedrock,2002-03-21,1999-12-30,1999-12-30,JK CR JR,51.6,1,65.5,600,2,25,4,1,46,N 39 30.786 W 121 34.096
182,Big Bar,2002-07-18,1999-12-30,1999-12-30,"RB, PH",67,1,0,0,2,25,4,1,59,39 29.09' N 121 37.82' W
183,Hatchery Ditch,2002-07-17,1999-12-30,1999-12-30,"KM, DG, RB",56,1,0,0,2,25,4,3,17,
184,Hatchery Riffle,2002-07-17,1999-12-30,1999-12-30,KM RB DG,0,1,0,0,3,25,4,2,40,
185,Hatchery Riffle,2002-07-17,1999-12-30,1999-12-30,DG RB KM,0,1,0,600,3,25,4,1,40,
186,Auditorium Riffle,2002-07-17,1999-12-30,1999-12-30,DG RB KM,0,1,0,0,2,25,4,1,61,
187,MacFarland,2002-07-17,1999-12-30,1999-12-30,TV ND,17,1,52,0,1,25,4,1,65,39 22.566' N 121 37.949'
188,Lower Big Hole #1,2002-07-22,1999-12-30,1999-12-30,KM GK DG,64,1,58,0,0,25,4,1,45,N. 39.26.122 W. 121.38.204
189,Vance Ave #5,2002-07-22,1999-12-30,1999-12-30,km gk dg,16,1,59.5,6100,3,25,4,2,59,N39 26.320  W121  38.227
190,G95 East #1,2002-07-22,1999-12-30,1999-12-30,"gk, dg, km",64,1,57,6100,3,25,4,2,50,n 39 25.828 W 121 37.734
191,Goose Riffle #1,2002-07-22,1999-12-30,1999-12-30,km  gk dg,66,1,55,6100,3,25,4,1,80,N 39  24.340  W 121  37.030
192,Gridley Riffle (sidechannel) #1,2002-07-17,1999-12-30,1999-12-30,TV ND,0,1,49.5,0,1,25,4,3,6,N 39* 21.315  W 121* 38.003
193,Cox Riffle #4,2002-07-17,1999-12-30,1999-12-30,tv. ND,12,1,47.5,6100,1,25,4,1,86,N. 39 20.132 W 121 37.929
194,Shallow Riffle 3 (side channel),2002-07-17,1999-12-30,1999-12-30,tv nd,17,1,47,NA,2,25,4,2,39,N 39* 19.747   W 121*  37.729
195,G-95,2002-07-18,1999-12-30,1999-12-30,rb ph,62,1,0,6100,2,25,4,3,38,N 39* 25.82   W 121* 37.84
196,Lower Hour,2002-07-18,1999-12-30,1999-12-30,RB PH,64,1,56,5500,2,25,4,2,40,N39 25.270 W121 37.550
197,Lower Big Hole,2002-07-18,1999-12-30,1999-12-30,RB PH,63,1,57.5,5500,2,25,4,1,41,N39 26.250 W121 38.250
198,Steep Riffle #2,2002-07-23,1999-12-30,1999-12-30,TV PH ND,62,1,61,600,2,25,4,1,24,N39 27.730 W121 36.290
199,Robinson Riffle #4,2002-07-23,1999-12-30,1999-12-30,TV PH ND,60,1,61.5,600,3,25,4,1,35,N39 27.95 W121 36.03
200,Robinson Side Channel #3,2002-07-23,1999-12-30,1999-12-30,TV ND PH,62,1,61.5,600,2,25,4,3,24,N39 27.87 W121 35.95
201,,NA,NA,NA,,NA,1,NA,NA,2,NA,NA,1,NA,
