unit,unit_sub_level,channel_type,river_mile,area_sq_m,latitude,longitude
478,NA,HFC,18,12131.50683,39.3571428,-121.6353973
479,NA,HFC,18,13377.36701,39.35439272,-121.6335495
480,NA,HFC,18,31334.76661,39.35462891,-121.6332585
481,NA,HFC,18,14323.58932,39.35478815,-121.6328406
482,NA,HFC,18,13863.14639,39.35595227,-121.6316749
483,NA,HFC,18,16556.32286,39.3525158,-121.6290197
484,NA,HFC,18,27935.00073,39.35274315,-121.6289089
485,NA,HFC,18,6025.918244,39.35286066,-121.62852
486,NA,HFC,18,11683.50161,39.35534449,-121.6295442
487,NA,HFC,18,10020.34742,39.35564191,-121.6290393
488,NA,HFC,18,10517.35984,39.35440736,-121.6297669
489,NA,HFC,18,7092.563152,39.35338437,-121.626764
490,NA,HFC,18,15776.50045,39.35361627,-121.6265962
491,NA,HFC,18,9993.662413,39.35413127,-121.6264735
492,NA,HFC,18,17656.87684,39.3523713,-121.6245567
493,NA,HFC,18,13016.2429,39.35004473,-121.6250464
494,NA,HFC,18,25883.35539,39.35241793,-121.6258038
495,NA,HFC,18,7808.640141,39.35213194,-121.6250795
496,NA,HFC,19,8432.878453,39.34864594,-121.6259771
497,NA,HFC,19,44295.41456,39.34824543,-121.6257002
498,NA,HFC,19,12225.61066,39.34829465,-121.6250535
499,NA,HFC,19,14336.37944,39.34725068,-121.6278986
500,NA,HFC,19,17694.61019,39.34328002,-121.6280556
501,NA,HFC,19,3393.375666,39.34679672,-121.6274438
502,NA,HFC,19,10786.54869,39.34548564,-121.626864
503,NA,HFC,19,3452.404255,39.34581651,-121.6276406
504,NA,HFC,19,24423.61318,39.34479112,-121.6269092
505,NA,HFC,19,9165.297207,39.34493062,-121.6265775
506,NA,HFC,19,1584.920329,39.34494351,-121.6272176
507,NA,HFC,19,3204.818368,39.34464932,-121.6274029
508,NA,HFC,19,13645.79097,39.34021984,-121.6286766
509,NA,HFC,19,67118.93778,39.34123654,-121.627914
510,NA,HFC,19,20039.77142,39.33904266,-121.6281174
510,NA,HFC,19,8471.317492,39.33622926,-121.6312651
511,NA,HFC,20,3768.101661,39.34233209,-121.6282949
512,NA,HFC,20,11424.87425,39.33797634,-121.6313071
513,NA,HFC,20,51799.86346,39.33708794,-121.6309497
515,NA,HFC,20,1550.864491,39.33786629,-121.6308194
516,NA,HFC,20,3564.689968,39.33758349,-121.6310311
517,NA,HFC,20,15146.63117,39.33286398,-121.6328446
518,NA,HFC,20,41658.24963,39.33233056,-121.6322809
519,NA,HFC,20,18369.71818,39.33272815,-121.6319177
520,NA,HFC,20,13855.64868,39.32861738,-121.6303518
521,NA,HFC,20,20448.41819,39.32894794,-121.630157
522,NA,HFC,20,12947.20054,39.32929862,-121.6301387
523,NA,HFC,20,10371.93366,39.33124994,-121.62995
524,NA,HFC,20,14654.54177,39.33120396,-121.6296577
525,NA,HFC,20,15679.86053,39.33145771,-121.6295299
526,NA,HFC,21,15391.78544,39.32660338,-121.6261036
527,NA,HFC,21,57077.41054,39.32690271,-121.625487
528,NA,HFC,21,19042.06452,39.32740099,-121.6253807
529,NA,HFC,21,9201.205339,39.32395917,-121.6229058
530,NA,HFC,21,40742.23301,39.32425245,-121.6224576
531,NA,HFC,21,10640.67587,39.32468641,-121.6221151
532,NA,HFC,21,9003.309438,39.32164085,-121.6212806
533,NA,HFC,21,32901.38391,39.32197199,-121.6209177
534,NA,HFC,21,9970.642096,39.32206736,-121.6204306
535,NA,HFC,21,10341.06426,39.31803768,-121.622652
536,NA,HFC,21,11240.79442,39.31801849,-121.6224282
537,NA,HFC,21,9533.459128,39.31834886,-121.6207325
538,NA,HFC,21,49715.16006,39.31788485,-121.620268
539,NA,HFC,21,20949.12078,39.317039,-121.6200211
540,NA,HFC,21,7584.986812,39.31683483,-121.622797
541,NA,HFC,21,16072.86865,39.31667331,-121.6224614
542,NA,HFC,21,7670.581952,39.31647425,-121.6223696
543,NA,NA,NA,21938.54433,39.31494974,-121.6235678
544,NA,NA,NA,16638.93675,39.31439893,-121.6264522
545,NA,NA,NA,31695.66734,39.31393837,-121.626231
546,NA,NA,NA,16461.27391,39.31371804,-121.625883
547,A,NA,NA,6285.377149,39.31481868,-121.6245842
547,NA,NA,NA,8851.443321,39.31029562,-121.6274016
548,NA,NA,NA,30803.79929,39.31051471,-121.6269177
549,NA,NA,NA,9463.502588,39.30994181,-121.6265476
550,NA,NA,NA,12120.68742,39.30662256,-121.6288407
551,NA,NA,NA,42462.45638,39.30729694,-121.6279965
552,NA,NA,NA,14691.35628,39.30754364,-121.6274537
553,NA,NA,NA,5184.591708,39.30856031,-121.6278415
553,NA,NA,NA,7215.902354,39.30431368,-121.6289516
554,NA,NA,NA,26681.34707,39.3041031,-121.6285326
555,NA,NA,NA,8335.104028,39.30407873,-121.6279726
556,NA,NA,NA,10804.53209,39.30193487,-121.6301403
557,NA,NA,NA,23656.9306,39.30224809,-121.6293577
558,NA,NA,NA,7816.92562,39.3022013,-121.6288049
559,NA,NA,NA,12051.66596,39.30126385,-121.6316574
560,NA,NA,NA,27177.45204,39.29962989,-121.6315296
561,NA,NA,NA,20585.55441,39.29924207,-121.6308887
562,NA,NA,NA,13338.37186,39.29995262,-121.6299589
563,NA,NA,NA,11990.91335,39.29966023,-121.6297318
564,NA,NA,NA,12067.30754,39.29723114,-121.6293411
565,NA,NA,NA,26284.66169,39.29666309,-121.6281983
566,NA,NA,NA,7503.986464,39.29770501,-121.629086
567,NA,NA,NA,12373.80255,39.29500685,-121.6264012
568,NA,NA,NA,33273.21367,39.29499427,-121.625217
569,NA,NA,NA,4298.536776,39.29616331,-121.6269578
570,NA,NA,NA,11905.31589,39.29562884,-121.6258875
